176827.990330155^78028.1089999992,170638.711967586^78028.1779999992,164449.571605014^78028.3159999992,158260.017242445^78028.2469999992,152070.738879875^78028.3159999992,145881.253517305^78028.3159999992,139691.630154735^78028.3849999992,133502.489792165^78028.5229999992,127313.004429595^78028.6609999992,121123.519067024^78028.6609999992,114934.171704454^78028.5919999992,108744.824341884^78028.5229999992,102555.269979314^78028.5229999992,96365.991616744^78028.5229999992,90176.6442541739^78028.5229999992,83987.1588916037^78028.4539999992,77797.7425290336^78028.5919999992,71608.3261664635^78028.5919999992
71610.1201664635^67055.3679999993,77799.4675290336^67055.3679999993,83988.8838916037^67055.3679999993,90178.2312541739^67055.1609999993,96367.716616744^67055.1609999993,102556.994979314^67055.1609999993,108746.411341884^67055.1609999993,114935.758704454^67055.1609999993,121125.175067024^67055.1609999993,127314.591429595^67055.0919999993,133504.145792165^67055.1609999993,139693.424154735^67054.8849999993,145882.909517305^67055.0229999993,152072.325879875^67055.0229999993,158261.673242445^67054.9539999993,164451.158605014^67054.7469999993,170640.436967586^67054.6089999993,176829.784330155^67054.7469999993
176831.716330155^56081.5229999995,170642.437967586^56081.6609999995,164453.090605014^56081.5229999995,158263.743242445^56081.7299999995,152074.257879875^56081.6609999995,145884.772517305^56081.6609999995,139695.356154735^56081.7989999995,133505.939792165^56081.7989999995,127316.592429595^56081.7989999995,121127.245067024^56081.9369999995,114937.759704454^56081.7989999995,108748.412341884^56081.8679999995,102558.995979314^56081.9369999995,96369.579616744^56081.9369999995,90180.2322541739^56081.9369999995,83990.7468916037^56081.9369999995,77801.3305290336^56081.8679999995,71611.7761664635^56081.7989999995
71613.6391664635^45108.7129999996,77803.0555290336^45108.8509999996,83992.6098916037^45108.7129999996,90181.8192541739^45108.7819999996,96371.304616744^45108.5749999996,102560.582979314^45108.6439999996,108750.068341884^45108.5749999996,114939.415704454^45108.6439999996,121128.763067024^45108.6439999996,127318.179429595^45108.5749999996,133507.733792165^45108.4369999996,139697.012154735^45108.2989999996,145886.428517305^45108.2989999996,152075.913879875^45108.2989999996,158265.192242445^45108.1609999996,164454.884605014^45108.1609999996,170644.093967586^45108.1609999996,176833.372330155^45108.0229999996
176835.373330155^34134.8679999997,170645.956967586^34134.9369999997,164456.609605014^34135.0059999997,158267.193242445^34135.0749999997,152077.776879875^34135.2129999997,145888.360517305^34135.1439999997,139699.013154735^34135.2129999997,133509.527792165^34135.1439999997,127320.111429595^34135.2819999997,121130.695067024^34135.3509999997,114941.278704454^34135.4199999997,108751.931341884^34135.2819999997,102562.514979314^34135.2819999997,96373.167616744^34135.3509999997,90183.7512541739^34135.3509999997,83994.2658916037^34135.3509999997,77804.8495290336^34135.3509999997,71615.4331664635^34135.2819999997
71617.1581664635^23162.2649999999,77806.5745290336^23162.1959999999,83995.9908916037^23162.2649999999,90185.3382541739^23162.1269999999,96374.823616744^23162.1269999999,102564.170979314^23162.1269999999,108753.587341884^23162.1269999999,114943.003704454^23161.9889999999,121132.351067024^23161.9199999999,127321.836429595^23161.9889999999,133511.252792165^23161.9889999999,139700.738154735^23161.7819999999,145890.154517305^23161.8509999999,152079.570879875^23161.7819999999,158268.987242445^23161.7129999999,164458.403605014^23161.5749999999,170647.750967586^23161.5749999999,176837.098330155^23161.5059999999
176839.030330155^12188.282,170649.613967586^12188.42,164460.266605014^12188.351,158270.850242445^12188.558,152081.502879875^12188.558,145891.948517305^12188.627,139702.532154735^12188.627,133513.115792165^12188.489,127323.768429595^12188.765,121134.283067024^12188.627,114944.866704454^12188.765,108755.519341884^12188.696,102566.033979314^12188.765,96376.686616744^12188.765,90187.2702541739^12188.765,83997.8538916037^12188.765,77808.3685290336^12188.765,71619.0211664635^12188.765
71620.7461664635^1214.98900000017,77810.1625290336^1215.19600000017,83999.5788916037^1215.12700000017,90188.9952541739^1215.26500000017,96378.411616744^1215.26500000017,102567.827979314^1215.26500000017,108757.244341884^1215.12700000017,114946.591704454^1215.12700000017,121136.077067024^1214.98900000017,127325.424429595^1214.85100000017,133514.909792165^1214.98900000017,139704.395154735^1214.85100000017,145893.880517305^1213.40200000017,152083.158879875^1214.85100000017,158272.575242445^1214.78200000017,164461.991605014^1214.71300000017,170651.407967586^1214.71300000017,176840.755330155^1214.57500000017
176842.687330155^-9758.92499999968,170653.270967586^-9758.64899999968,164463.854605014^-9758.44199999968,158274.507242445^-9758.37299999968,152085.090879875^-9758.37299999968,145895.674517305^-9758.51099999968,139706.258154735^-9758.23499999968,133516.841792165^-9758.23499999968,127327.356429595^-9758.23499999968,121138.009067024^-9758.30399999968,114948.523704454^-9758.30399999968,108759.107341884^-9758.37299999968,102569.690979314^-9758.16599999968,96380.274616744^-9758.09699999968,90190.8582541739^-9758.16599999968,84001.5108916037^-9758.16599999968,77812.0255290336^-9758.23499999968,71622.6091664635^-9758.30399999968
71624.3341664635^-20731.3209999995,77813.7505290336^-20731.3209999995,84003.2358916037^-20731.3209999995,90192.6522541739^-20731.4589999995,96382.068616744^-20731.5279999995,102571.415979314^-20731.4589999995,108760.832341884^-20731.5969999995,114950.248704454^-20731.6659999995,121139.665067024^-20731.4589999995,127329.150429595^-20731.5969999995,133518.566792165^-20731.6659999995,139707.983154735^-20731.5969999995,145897.399517305^-20731.9419999995,152086.884879875^-20731.7349999995,158276.301242445^-20731.8729999995,164465.855605014^-20731.8729999995,170655.064967586^-20731.8729999995,176844.550330155^-20731.9419999995
176846.413330155^-31705.2349999994,170656.996967586^-31705.2349999994,164467.649605014^-31705.0969999994,158278.164242445^-31704.9589999994,152088.747879875^-31704.9589999994,145899.331517305^-31704.9589999994,139710.053154735^-31705.0279999994,133520.429792165^-31704.8209999994,127331.013429595^-31704.8209999994,121141.528067024^-31704.8209999994,114952.180704454^-31704.8899999994,108762.833341884^-31704.7519999994,102573.278979314^-31704.9589999994,96384.000616744^-31704.7519999994,90194.4462541739^-31704.6829999994,84005.0988916037^-31704.6829999994,77815.6135290336^-31704.6829999994,71626.1281664635^-31704.6829999994
