0.243607436	0.241032627	0.242227465	0.244762859	0.246228479	0.245789363	0.244405121	0.243819478	0.245331313	0.249253058	0.255112274	0.261989521	0.268539312	0.272923359	0.273241934	0.268594264	0.260061451	0.250613669	
0.772459367	0.771010214	0.773046880	0.775916798	0.777260250	0.776459864	0.774680808	0.773760031	0.775002551	0.778712401	0.784413464	0.791143027	0.797449280	0.801395753	0.801122046	0.795963019	0.787325577	0.778374552	
1.116832335	1.116982547	1.119871174	1.122798346	1.123669938	1.122184723	1.119672414	1.117985051	1.118429079	1.121381925	1.126454847	1.132674983	1.138481559	1.141883533	1.141183946	1.136076841	1.128276860	1.120918269	
1.236347497	1.237884125	1.241251925	1.243905284	1.244119785	1.241863209	1.238507427	1.235847525	1.235228887	1.237200523	1.241527755	1.247224953	1.252596420	1.255611982	1.254792791	1.250206491	1.243774518	1.238406018	
1.165410548	1.167666257	1.171001636	1.173158956	1.172748415	1.169860654	1.165782767	1.162233525	1.160665403	1.161863646	1.165742660	1.171245103	1.176491419	1.179405205	1.178722565	1.174825083	1.169723804	1.166011986	
0.974545206	0.976806370	0.979729951	0.981363903	0.980519067	0.977250641	0.972695693	0.968537068	0.966396550	0.967293098	0.971215650	0.976952862	0.982406960	0.985453184	0.985008942	0.981677025	0.977467600	0.974677049	
0.727293326	0.729107366	0.731491088	0.732713444	0.731631002	0.728170439	0.723339088	0.718855041	0.716529891	0.717549068	0.721877513	0.728101327	0.733921905	0.737185115	0.736941774	0.733915543	0.730062868	0.727470887	
0.459121465	0.460440182	0.462417543	0.463407897	0.462207342	0.458620312	0.453612312	0.449000098	0.446751218	0.448116550	0.452965148	0.459698208	0.465886245	0.469374871	0.469289590	0.466383758	0.462544126	0.459758387	
0.182734198	0.183792039	0.185606949	0.186487062	0.185141341	0.181343418	0.176132999	0.171456926	0.169363914	0.171070662	0.176325458	0.183413704	0.189862661	0.193535291	0.193570444	0.190690318	0.186734986	0.183695711	
-0.098703464	-0.097557962	-0.095664281	-0.094849713	-0.096450442	-0.100594733	-0.106067375	-0.110797794	-0.112746486	-0.110808370	-0.105346659	-0.098112074	-0.091551014	-0.087780910	-0.087691050	-0.090602014	-0.094664077	-0.097805132	
-0.383864163	-0.382319958	-0.380167803	-0.379396312	-0.381313265	-0.385843622	-0.391548539	-0.396275256	-0.398077642	-0.396011439	-0.390529190	-0.383354652	-0.376860763	-0.373136780	-0.373100757	-0.376086069	-0.380176701	-0.383190523	
-0.669582955	-0.667543312	-0.665098312	-0.664355020	-0.666533233	-0.671328730	-0.677112056	-0.681720411	-0.683365109	-0.681281682	-0.675983566	-0.669116703	-0.662932527	-0.659454054	-0.659595272	-0.662677052	-0.666715462	-0.669454616	
-0.942915073	-0.940577234	-0.937958216	-0.937188496	-0.939394876	-0.944127568	-0.949684319	-0.953982296	-0.955423537	-0.953408953	-0.948472461	-0.942127252	-0.936437772	-0.933300003	-0.933599986	-0.936685567	-0.940596166	-0.943089285	
-1.166297844	-1.164192191	-1.161684090	-1.160825681	-1.162723060	-1.166959444	-1.171926853	-1.175701032	-1.176867648	-1.174947945	-1.170446743	-1.164689367	-1.159489164	-1.156572901	-1.156832077	-1.159769111	-1.163607641	-1.166197881	
-1.272538241	-1.271377337	-1.269330885	-1.268326466	-1.269589139	-1.272943597	-1.277021098	-1.280084424	-1.280854029	-1.278913499	-1.274702781	-1.269335223	-1.264355004	-1.261340006	-1.261288131	-1.264025468	-1.268103159	-1.271462052	
-1.186169601	-1.186487285	-1.185095565	-1.183850079	-1.184251793	-1.186510991	-1.189546541	-1.191763175	-1.191941726	-1.189685598	-1.185375341	-1.179949077	-1.174739339	-1.171263598	-1.170747911	-1.173455577	-1.178292529	-1.183175469	
-0.867389870	-0.869223057	-0.868381512	-0.866787695	-0.866316434	-0.867566522	-0.869665143	-0.871056208	-0.870512729	-0.867650245	-0.862838590	-0.856930825	-0.851162978	-0.847105246	-0.846278428	-0.849357721	-0.855476853	-0.862349155	
-0.352582773	-0.355310772	-0.354578315	-0.352526132	-0.351377175	-0.351967840	-0.353465406	-0.354246034	-0.353042413	-0.349500875	-0.344036374	-0.337511821	-0.331183477	-0.326751091	-0.325991209	-0.329817102	-0.337363086	-0.346001743	
