-5.445903238	-6.290334022	-5.327109551	-3.207581648	-1.214361515	-0.087826666	0.314746512	0.432351362	0.470545222	0.443036968	0.395166464	0.372153225	0.330302363	0.232271411	0.075589729	-0.335256474	-1.445684907	-3.394002557	
-4.379394460	-4.967041570	-3.999576525	-2.145022430	-0.487556988	0.409385195	0.711437694	0.796467218	0.813324883	0.785722359	0.765110322	0.759582076	0.716602910	0.614263791	0.459867342	0.073747831	-0.941226088	-2.660154047	
-2.354458835	-2.619435788	-1.910667942	-0.702884618	0.313159132	0.835269419	1.005113445	1.045446656	1.044975404	1.024366537	1.016260828	1.015457422	0.973355199	0.885255766	0.768368738	0.497758077	-0.186007465	-1.299574202	
-0.494918158	-0.550804510	-0.166299959	0.401597198	0.854497903	1.076089519	1.140268408	1.154836246	1.146263756	1.129511767	1.124469705	1.112256697	1.073328133	1.012328887	0.940159445	0.802268115	0.474067161	-0.038662768	
0.517459779	0.541308273	0.698134592	0.903224800	1.055524793	1.125651706	1.145026600	1.144068631	1.135068042	1.122685929	1.109224665	1.087479141	1.052119919	1.010762469	0.971643851	0.918698730	0.809375135	0.648836887	
0.791404921	0.828105268	0.899478891	0.970854479	1.025118784	1.049343599	1.049315055	1.046517589	1.037172681	1.023700370	1.007447138	0.977427883	0.943730309	0.912488222	0.885488617	0.867171326	0.841885490	0.809417169	
0.754778750	0.793306476	0.829940537	0.865172469	0.889645015	0.898564774	0.897082304	0.891287190	0.884373017	0.872592138	0.850335272	0.816734056	0.780817342	0.750220940	0.728453071	0.722138810	0.726207980	0.735937496	
0.648424770	0.677737928	0.697262770	0.708727746	0.724148014	0.732754623	0.730343319	0.731816882	0.728999785	0.717327917	0.692955210	0.650553226	0.610050912	0.578618737	0.557291773	0.559714452	0.581427990	0.613129539	
0.514672816	0.541557886	0.554908030	0.570373082	0.587495922	0.599276304	0.606337557	0.612659928	0.616487463	0.607169050	0.576604393	0.528960174	0.481430820	0.444727209	0.422307582	0.424137129	0.447162368	0.479279347	
0.393755233	0.434390628	0.471024370	0.493672115	0.512730897	0.525275710	0.533608410	0.548896449	0.554771368	0.543718718	0.512960542	0.459475164	0.406105511	0.362812093	0.332633026	0.326562635	0.336375970	0.357445905	
0.321190556	0.384603476	0.432661337	0.458657843	0.467783511	0.474083108	0.487741174	0.504272023	0.511125527	0.498704380	0.464221861	0.410576009	0.352420947	0.302401102	0.265842693	0.250166804	0.252296982	0.273370416	
0.240244482	0.301909504	0.349670167	0.370038465	0.383523312	0.397832526	0.415310728	0.437866056	0.443251017	0.427548577	0.392704032	0.336163447	0.278300221	0.226492446	0.184295797	0.165234164	0.166502609	0.191942179	
0.070466453	0.112792158	0.151632397	0.190253207	0.227898356	0.262219481	0.292792168	0.315862876	0.322483706	0.306125751	0.267888730	0.213845889	0.157862035	0.106942473	0.063232855	0.038697016	0.034204843	0.046751369	
-0.225161584	-0.215414904	-0.165680055	-0.088145292	0.000545990	0.068800937	0.109939476	0.139020571	0.145225192	0.127799889	0.090921748	0.037006785	-0.013901155	-0.062320809	-0.109178273	-0.141736695	-0.169309925	-0.196638505	
-0.769620330	-0.846554380	-0.769880687	-0.561979035	-0.333392728	-0.176445139	-0.098424547	-0.061607214	-0.049235947	-0.066558090	-0.109295455	-0.161982563	-0.210107191	-0.256287664	-0.306406246	-0.360537579	-0.448389006	-0.594989665	
-1.826189048	-2.121559428	-1.946259045	-1.400132625	-0.804537244	-0.421900449	-0.261860251	-0.196704847	-0.173107131	-0.192220157	-0.244643117	-0.303930727	-0.347575104	-0.394509349	-0.457708114	-0.561852200	-0.811895650	-1.273605172	
-3.430481640	-4.043893289	-3.649295935	-2.494720253	-1.294800216	-0.557719095	-0.268299478	-0.169070424	-0.128036556	-0.149988737	-0.215985308	-0.274495645	-0.316930425	-0.373228102	-0.463169153	-0.668391645	-1.218770286	-2.244974263	
-4.970538836	-5.827761609	-5.110322827	-3.303803589	-1.509773463	-0.452815726	-0.061327502	0.066030361	0.112473765	0.086434369	0.022798249	-0.025844962	-0.065732289	-0.142450597	-0.272033508	-0.600913412	-1.507938480	-3.152405271	
