-757251|1735832,-807252|1735832,-857252|1735832,-907252|1735832,-957252|1735832,-1007252|1735832,-1057252|1735832,-1107252|1735832,-1157253|1735832,-1207253|1735832
-757253|1685828,-807253|1685827,-857253|1685827,-907253|1685827,-957253|1685827,-1007253|1685827,-1057253|1685827,-1107253|1685827,-1157253|1685827,-1207253|1685827
-757253|1635828,-807253|1635828,-857253|1635828,-907253|1635827,-957253|1635827,-1007254|1635827,-1057254|1635827,-1107254|1635827,-1157254|1635826,-1207254|1635826
-757252|1585827,-807253|1585827,-857253|1585827,-907253|1585827,-957254|1585827,-1007254|1585827,-1057254|1585827,-1107254|1585827,-1157255|1585827,-1207255|1585827
-757252|1535812,-807252|1535812,-857253|1535812,-907253|1535812,-957253|1535812,-1007253|1535812,-1057253|1535812,-1107254|1535812,-1157254|1535812,-1207254|1535811
-757252|1485817,-807252|1485817,-857252|1485817,-907253|1485817,-957253|1485817,-1007253|1485817,-1057253|1485817,-1107254|1485817,-1157254|1485817,-1207254|1485817
-757252|1435817,-807253|1435817,-857253|1435817,-907253|1435817,-957253|1435817,-1007253|1435817,-1057253|1435817,-1107253|1435817,-1157254|1435817,-1207254|1435817
-757252|1385810,-807252|1385810,-857252|1385810,-907252|1385810,-957253|1385810,-1007253|1385810,-1057254|1385810,-1107254|1385810,-1157254|1385810,-1207254|1385810
-757252|1335797,-807252|1335797,-857252|1335797,-907252|1335797,-957252|1335797,-1007252|1335797,-1057252|1335797,-1107252|1335797,-1157252|1335797,-1207253|1335797
-757250|1285797,-807251|1285797,-857251|1285797,-907252|1285797,-957252|1285797,-1007253|1285797,-1057253|1285797,-1107253|1285797,-1157253|1285797,-1207253|1285797
