-798566|1818087,-848566|1818083,-898566|1818083,-948567|1818083,-998567|1818083,-1048567|1818083,-1098567|1818083,-1148567|1818083,-1198567|1818083,-1248567|1818083
-798568|1768080,-848569|1768080,-898569|1768080,-948569|1768080,-998569|1768080,-1048568|1768080,-1098568|1768080,-1148568|1768080,-1198568|1768080,-1248567|1768080
-798567|1718073,-848568|1718073,-898568|1718073,-948568|1718073,-998568|1718073,-1048568|1718073,-1098568|1718073,-1148568|1718073,-1198568|1718073,-1248568|1718073
-798566|1668066,-848567|1668066,-898567|1668066,-948567|1668066,-998567|1668066,-1048568|1668066,-1098568|1668066,-1148568|1668066,-1198568|1668066,-1248568|1668066
-798566|1618064,-848566|1618064,-898566|1618064,-948567|1618064,-998567|1618064,-1048567|1618064,-1098567|1618064,-1148567|1618064,-1198567|1618064,-1248568|1618065
-798567|1568063,-848567|1568063,-898567|1568063,-948568|1568063,-998568|1568063,-1048568|1568063,-1098568|1568063,-1148568|1568063,-1198567|1568063,-1248568|1568063
-798567|1518062,-848567|1518062,-898567|1518062,-948567|1518062,-998568|1518062,-1048568|1518062,-1098568|1518062,-1148569|1518062,-1198569|1518062,-1248569|1518062
-798568|1468055,-848568|1468055,-898568|1468055,-948569|1468055,-998569|1468055,-1048569|1468055,-1098569|1468055,-1148569|1468055,-1198569|1468055,-1248569|1468055
-798568|1418053,-848568|1418053,-898568|1418052,-948568|1418052,-998568|1418052,-1048568|1418052,-1098568|1418052,-1148568|1418052,-1198569|1418052,-1248570|1418052
-798570|1368045,-848571|1368045,-898570|1368045,-948570|1368045,-998570|1368045,-1048570|1368045,-1098570|1368045,-1148570|1368045,-1198570|1368045,-1248570|1368045
