-757251|1735832,-807229|1736118,-857208|1736426,-907186|1736756,-957164|1737064,-1007142|1737394,-1057098|1737702,-1107076|1738010,-1157053|1738341,-1207033|1738649
-757561|1685827,-807539|1686158,-857517|1686443,-907473|1686751,-957451|1687081,-1007429|1687412,-1057407|1687696,-1107385|1688027,-1157363|1688335,-1207319|1688648
-757869|1635850,-807848|1636159,-857825|1636466,-907781|1636774,-957759|1637103,-1007737|1637411,-1057716|1637742,-1107672|1638050,-1157650|1638357,-1207629|1638687
-758199|1585871,-808133|1586179,-858110|1586487,-908090|1586795,-958069|1587103,-1008046|1587456,-1058002|1587741,-1107981|1588049,-1157959|1588381,-1207914|1588687
-758484|1535871,-808440|1536186,-858418|1536494,-908375|1536803,-958353|1537133,-1008331|1537440,-1058309|1537747,-1108287|1538079,-1158267|1538386,-1208244|1538739
-758770|1485883,-808770|1486214,-858727|1486522,-908727|1486852,-958683|1487160,-1008639|1487468,-1058618|1487776,-1108574|1488083,-1158552|1488392,-1208530|1488715
-759078|1435905,-809034|1436213,-859013|1436521,-908969|1436829,-958969|1437159,-1008925|1437467,-1058903|1437775,-1108881|1438106,-1158859|1438413,-1208816|1438721
-759364|1385919,-809365|1386250,-859342|1386558,-909277|1386866,-959255|1387197,-1009234|1387504,-1059212|1387812,-1109168|1388120,-1159146|1388451,-1209146|1388766
-759672|1335964,-809628|1336282,-859606|1336567,-909584|1336897,-959562|1337205,-1009518|1337536,-1059496|1337843,-1109474|1338151,-1159453|1338459,-1209408|1338767
-759957|1285973,-809935|1286281,-859914|1286611,-909870|1286919,-959849|1287227,-1009871|1287580,-1059805|1287865,-1109783|1288173,-1159739|1288504,-1209717|1288812
