-1463463|640866,-1513463|640866,-1563463|640866,-1613463|640866
-1463461|590863,-1513461|590863,-1563462|590863,-1613463|590863
-1463461|540864,-1513461|540864,-1563462|540864,-1613462|540864
-1463461|490863,-1513461|490863,-1563462|490863,-1613462|490863
