176789.264662221^77988.3990000006,170605.442985286^77988.3990000006,164421.621308352^77988.3990000006,158237.799631417^77988.3990000006,152053.977954483^77988.3990000006,145870.156277548^77988.3990000006,139686.334600614^77988.3990000006,133502.512923679^77988.3990000006,127318.691246744^77988.3990000006,121134.86956981^77988.3990000006,114951.047892875^77988.3990000006,108767.226215941^77988.3990000006,102583.404539006^77988.3990000006,96399.5828620715^77988.3990000006,90215.761185137^77988.3990000006,84031.9395082024^77988.3990000006,77848.1178312678^77988.3990000006,71664.2961543332^77988.3990000006
71664.2961543332^67015.3103749979,77848.1178312678^67015.3103749979,84031.9395082024^67015.3103749979,90215.761185137^67015.3103749979,96399.5828620715^67015.3103749979,102583.404539006^67015.3103749979,108767.226215941^67015.3103749979,114951.047892875^67015.3103749979,121134.86956981^67015.3103749979,127318.691246744^67015.3103749979,133502.512923679^67015.3103749979,139686.334600614^67015.3103749979,145870.156277548^67015.3103749979,152053.977954483^67015.3103749979,158237.799631417^67015.3103749979,164421.621308352^67015.3103749979,170605.442985286^67015.3103749979,176789.264662221^67015.3103749979
176789.264662221^56042.2217499953,170605.442985286^56042.2217499953,164421.621308352^56042.2217499953,158237.799631417^56042.2217499953,152053.977954483^56042.2217499953,145870.156277548^56042.2217499953,139686.334600614^56042.2217499953,133502.512923679^56042.2217499953,127318.691246744^56042.2217499953,121134.86956981^56042.2217499953,114951.047892875^56042.2217499953,108767.226215941^56042.2217499953,102583.404539006^56042.2217499953,96399.5828620715^56042.2217499953,90215.761185137^56042.2217499953,84031.9395082024^56042.2217499953,77848.1178312678^56042.2217499953,71664.2961543332^56042.2217499953
71664.2961543332^45069.1331249927,77848.1178312678^45069.1331249927,84031.9395082024^45069.1331249927,90215.761185137^45069.1331249927,96399.5828620715^45069.1331249927,102583.404539006^45069.1331249927,108767.226215941^45069.1331249927,114951.047892875^45069.1331249927,121134.86956981^45069.1331249927,127318.691246744^45069.1331249927,133502.512923679^45069.1331249927,139686.334600614^45069.1331249927,145870.156277548^45069.1331249927,152053.977954483^45069.1331249927,158237.799631417^45069.1331249927,164421.621308352^45069.1331249927,170605.442985286^45069.1331249927,176789.264662221^45069.1331249927
176789.264662221^34096.04449999,170605.442985286^34096.04449999,164421.621308352^34096.04449999,158237.799631417^34096.04449999,152053.977954483^34096.04449999,145870.156277548^34096.04449999,139686.334600614^34096.04449999,133502.512923679^34096.04449999,127318.691246744^34096.04449999,121134.86956981^34096.04449999,114951.047892875^34096.04449999,108767.226215941^34096.04449999,102583.404539006^34096.04449999,96399.5828620715^34096.04449999,90215.761185137^34096.04449999,84031.9395082024^34096.04449999,77848.1178312678^34096.04449999,71664.2961543332^34096.04449999
71664.2961543332^23122.9558749874,77848.1178312678^23122.9558749874,84031.9395082024^23122.9558749874,90215.761185137^23122.9558749874,96399.5828620715^23122.9558749874,102583.404539006^23122.9558749874,108767.226215941^23122.9558749874,114951.047892875^23122.9558749874,121134.86956981^23122.9558749874,127318.691246744^23122.9558749874,133502.512923679^23122.9558749874,139686.334600614^23122.9558749874,145870.156277548^23122.9558749874,152053.977954483^23122.9558749874,158237.799631417^23122.9558749874,164421.621308352^23122.9558749874,170605.442985286^23122.9558749874,176789.264662221^23122.9558749874
176789.264662221^12149.8672499848,170605.442985286^12149.8672499848,164421.621308352^12149.8672499848,158237.799631417^12149.8672499848,152053.977954483^12149.8672499848,145870.156277548^12149.8672499848,139686.334600614^12149.8672499848,133502.512923679^12149.8672499848,127318.691246744^12149.8672499848,121134.86956981^12149.8672499848,114951.047892875^12149.8672499848,108767.226215941^12149.8672499848,102583.404539006^12149.8672499848,96399.5828620715^12149.8672499848,90215.761185137^12149.8672499848,84031.9395082024^12149.8672499848,77848.1178312678^12149.8672499848,71664.2961543332^12149.8672499848
71664.2961543332^1176.77862498212,77848.1178312678^1176.77862498212,84031.9395082024^1176.77862498212,90215.761185137^1176.77862498212,96399.5828620715^1176.77862498212,102583.404539006^1176.77862498212,108767.226215941^1176.77862498212,114951.047892875^1176.77862498212,121134.86956981^1176.77862498212,127318.691246744^1176.77862498212,133502.512923679^1176.77862498212,139686.334600614^1176.77862498212,145870.156277548^1176.77862498212,152053.977954483^1176.77862498212,158237.799631417^1176.77862498212,164421.621308352^1176.77862498212,170605.442985286^1176.77862498212,176789.264662221^1176.77862498212
176789.264662221^-9796.31000002052,170605.442985286^-9796.31000002052,164421.621308352^-9796.31000002052,158237.799631417^-9796.31000002052,152053.977954483^-9796.31000002052,145870.156277548^-9796.31000002052,139686.334600614^-9796.31000002052,133502.512923679^-9796.31000002052,127318.691246744^-9796.31000002052,121134.86956981^-9796.31000002052,114951.047892875^-9796.31000002052,108767.226215941^-9796.31000002052,102583.404539006^-9796.31000002052,96399.5828620715^-9796.31000002052,90215.761185137^-9796.31000002052,84031.9395082024^-9796.31000002052,77848.1178312678^-9796.31000002052,71664.2961543332^-9796.31000002052
71664.2961543332^-20769.3986250232,77848.1178312678^-20769.3986250232,84031.9395082024^-20769.3986250232,90215.761185137^-20769.3986250232,96399.5828620715^-20769.3986250232,102583.404539006^-20769.3986250232,108767.226215941^-20769.3986250232,114951.047892875^-20769.3986250232,121134.86956981^-20769.3986250232,127318.691246744^-20769.3986250232,133502.512923679^-20769.3986250232,139686.334600614^-20769.3986250232,145870.156277548^-20769.3986250232,152053.977954483^-20769.3986250232,158237.799631417^-20769.3986250232,164421.621308352^-20769.3986250232,170605.442985286^-20769.3986250232,176789.264662221^-20769.3986250232
176789.264662221^-31742.4872500258,170605.442985286^-31742.4872500258,164421.621308352^-31742.4872500258,158237.799631417^-31742.4872500258,152053.977954483^-31742.4872500258,145870.156277548^-31742.4872500258,139686.334600614^-31742.4872500258,133502.512923679^-31742.4872500258,127318.691246744^-31742.4872500258,121134.86956981^-31742.4872500258,114951.047892875^-31742.4872500258,108767.226215941^-31742.4872500258,102583.404539006^-31742.4872500258,96399.5828620715^-31742.4872500258,90215.761185137^-31742.4872500258,84031.9395082024^-31742.4872500258,77848.1178312678^-31742.4872500258,71664.2961543332^-31742.4872500258
