-0.560432722	-0.560868537	-0.548066379	-0.531854134	-0.522677298	-0.524591881	-0.534540153	-0.546375034	-0.554126230	-0.553782599	-0.545106540	-0.531318534	-0.515388779	-0.497949086	-0.480649355	-0.469592219	-0.472113533	-0.490037051	-0.517451466	-0.544177366	
-1.278062310	-1.273767410	-1.257845734	-1.239955002	-1.230264384	-1.233182540	-1.245739462	-1.260908723	-1.271766027	-1.274225983	-1.268342503	-1.257139141	-1.243152468	-1.226966916	-1.210439146	-1.199744069	-1.202163197	-1.219261521	-1.244456406	-1.267072399	
-1.607566849	-1.599123165	-1.581354934	-1.562991889	-1.553562266	-1.557674845	-1.572473211	-1.590410608	-1.604094140	-1.609503498	-1.606713717	-1.598303030	-1.586469636	-1.572058661	-1.557274258	-1.548004551	-1.550635171	-1.565773263	-1.586446067	-1.602764768	
-1.578508455	-1.568536484	-1.550920565	-1.533323810	-1.524581845	-1.529146591	-1.544272977	-1.562685774	-1.577401638	-1.584636067	-1.584130955	-1.577725958	-1.567231213	-1.553914326	-1.540640166	-1.533104363	-1.536366478	-1.549666839	-1.566068840	-1.577363545	
-1.352008628	-1.342329932	-1.326144712	-1.310365587	-1.302782876	-1.306920321	-1.320134354	-1.336409206	-1.350106841	-1.357812945	-1.358597253	-1.353268650	-1.343115393	-1.329923315	-1.317601149	-1.311982531	-1.316729220	-1.329523022	-1.343536770	-1.352232996	
-1.057444159	-1.048236574	-1.033743724	-1.020398473	-1.014473598	-1.017952468	-1.028264848	-1.041126064	-1.052635084	-1.059817205	-1.061011875	-1.055988859	-1.045556058	-1.032080950	-1.020587961	-1.017118044	-1.024033017	-1.037539545	-1.050746650	-1.058241041	
-0.741211401	-0.732459163	-0.719560581	-0.708493714	-0.704183073	-0.707342474	-0.715393348	-0.725269112	-0.734387968	-0.740288765	-0.741000431	-0.735711904	-0.725022989	-0.711729464	-0.701407467	-0.699905638	-0.708573577	-0.722748766	-0.735590559	-0.742367682	
-0.415948670	-0.408392458	-0.396925005	-0.387050031	-0.383361153	-0.386377990	-0.393410081	-0.401528538	-0.408651083	-0.412885256	-0.412537679	-0.406862532	-0.396562923	-0.384423093	-0.375556806	-0.375071018	-0.383906603	-0.397618913	-0.409925302	-0.416595508	
-0.096366589	-0.090661422	-0.080047860	-0.069727739	-0.065141952	-0.067659232	-0.074461386	-0.082039177	-0.088206978	-0.091414223	-0.090338824	-0.084680595	-0.075521035	-0.065220955	-0.057579705	-0.056730240	-0.064001839	-0.076168541	-0.087884245	-0.095232661	
0.210543881	0.214758300	0.225561891	0.237663152	0.244189030	0.242601786	0.235726902	0.227555580	0.220591584	0.216749402	0.217587283	0.222883440	0.230805552	0.239444039	0.246559373	0.248791044	0.243832678	0.233373313	0.221976961	0.213551444	
0.508157342	0.511904389	0.523827202	0.538066457	0.546464332	0.545729198	0.538551954	0.528875291	0.519602806	0.513871495	0.514133992	0.519517904	0.527009717	0.534891130	0.542208537	0.546002507	0.542921298	0.533501554	0.521971947	0.512479078	
0.794730795	0.798834933	0.812082371	0.827697268	0.836876293	0.836343418	0.828655806	0.817355901	0.805828914	0.798732251	0.799327386	0.805790384	0.813825565	0.821767772	0.829505220	0.834217415	0.831895526	0.822546823	0.810361400	0.799822076	
1.063939851	1.068831561	1.082882351	1.098427032	1.106904256	1.105793349	1.097672739	1.085692420	1.073630433	1.067057900	1.069247794	1.077321910	1.086201874	1.094389113	1.102176137	1.106766180	1.104007095	1.093856352	1.080584238	1.069092351	
1.309139176	1.314828472	1.328802081	1.342962164	1.349714986	1.347625415	1.339446711	1.328127370	1.317512884	1.313056236	1.317321720	1.326779186	1.336355610	1.344794259	1.352350491	1.356153567	1.352219853	1.340712748	1.326146439	1.313979739	
1.485200972	1.490650052	1.503554690	1.515904978	1.521006077	1.518116976	1.510187654	1.500228099	1.491893537	1.489880649	1.495959699	1.506575037	1.517137207	1.526470900	1.534414699	1.537830576	1.532823650	1.519762335	1.503562915	1.490326160	
1.462600431	1.465735927	1.476914038	1.488253850	1.492917798	1.489894809	1.482250779	1.473407271	1.466970677	1.466958864	1.474664240	1.486809000	1.499274316	1.510799536	1.520655823	1.525138278	1.519967690	1.505379924	1.486607968	1.470430036	
1.085736026	1.085299300	1.095177087	1.107093947	1.112876940	1.110413619	1.102806962	1.094246351	1.088761715	1.090131189	1.099358522	1.113305998	1.128178432	1.142741364	1.155805439	1.162807249	1.158483569	1.142417314	1.119929023	1.098677355	
0.338467483	0.336088190	0.346410966	0.360279327	0.367955752	0.366126930	0.357892047	0.348409661	0.342583410	0.344273902	0.354132205	0.368958839	0.385316878	0.402256204	0.418311189	0.427993301	0.424800238	0.407424975	0.381307136	0.355351996	
