ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FBprime,Fbprime/NB,NSCprime
4065,-679,11896,13159,14661,14925,2920,0.81,0.88,11936.5,0.799765494,102.3450586
4065,-682,12115,12974,14908,14709,2920,0.81,0.88,11686.7,0.79452716,154.7283976
4065,-677,12099,13069,14894,14824,2918,0.81,0.88,11816.2,0.797099298,129.0070157
4065,-683,11886,13081,14660,14842,2915,0.81,0.88,11833.6,0.797304945,126.9505457
4065,-668,12063,13018,14849,14756,2912,0.81,0.88,11744.8,0.795933857,140.6614259
4065,-673,12119,13075,14961,14832,2912,0.81,0.88,11824.6,0.797235707,127.6429342
4065,-711,12039,13049,14911,14786,2912,0.81,0.88,11784.8,0.797024212,129.7578791
4065,-681,12175,12999,14970,14734,2912,0.81,0.88,11719.2,0.795384824,146.1517578
4065,-687,12095,12896,14884,14605,2913,0.81,0.88,11577.5,0.792707977,172.9202328
4065,-674,12077,13125,14940,14885,2913,0.81,0.88,11890.5,0.79882432,111.7568021
4064,-680,12146,13139,14997,14914,2913,0.81,0.88,11913.2,0.79879308,112.0691967
4065,-658,12110,13069,14931,14824,2913,0.81,0.88,11816.2,0.797099298,129.0070157
4065,-681,12115,13035,14979,14789,2915,0.81,0.88,11771.7,0.795976739,140.2326053
4065,-681,12026,13114,14892,14872,2917,0.81,0.88,11875.6,0.79852071,114.7928994
4065,-690,12116,12922,14910,14633,2918,0.81,0.88,11611.9,0.793541994,164.5800588
4065,-677,12117,13026,14931,14765,2918,0.81,0.88,11755.5,0.796173383,138.26617
4065,-685,12066,13067,14932,14824,2917,0.81,0.88,11814.2,0.796964382,130.3561792
4065,-682,12199,12925,15012,14647,2914,0.81,0.88,11619.1,0.793275073,167.2492661
4065,-678,12041,13071,14939,14819,2911,0.81,0.88,11816.7,0.797401984,125.9801606
4065,-699,12132,12990,14966,14715,2909,0.81,0.88,11704.5,0.795412844,145.8715596
4065,-686,12009,13139,14899,14908,2909,0.81,0.88,11911.4,0.798993829,110.0617118
4065,-678,12010,13057,14802,14814,2912,0.81,0.88,11801.2,0.796624814,133.7518564
