ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FBprime,Fbprime/NB,NSCprime
4065,-19,13852,14162,17465,17629,2950,0.79,0.8,13750.7,0.780004538,99.95462023
4065,-16,14399,13983,17945,17367,2950,0.8,0.81,13493.1,0.776939022,230.6097772
4065,3,14403,14401,18027,17930,2950,0.8,0.8,14080,0.785276074,147.2392638
4065,8,14442,14212,18002,17660,2946,0.8,0.8,13810,0.781993205,180.0679502
4065,8,14279,14305,17845,17806,2940,0.8,0.8,13946.8,0.783264068,167.3593171
4065,0,14393,14338,17941,17842,2935,0.8,0.8,13990.6,0.784138549,158.6145051
4064,-4,14371,14321,17944,17822,2933,0.8,0.8,13967.6,0.783727977,162.7202334
4065,-7,14391,14314,17958,17826,2933,0.8,0.8,13961.8,0.783226747,167.7325255
4065,-6,14410,14173,17973,17611,2935,0.8,0.8,13756.3,0.781119755,188.802453
4065,-3,14394,14215,17954,17673,2938,0.8,0.8,13816.9,0.781808408,181.9159169
4065,5,14488,14333,18064,17852,2939,0.8,0.8,13988.6,0.783587273,164.1272687
4065,-1,14221,14330,17738,17843,2939,0.8,0.8,13982.9,0.783663061,163.3693886
4066,1,14354,14365,17959,17882,2940,0.8,0.8,14029.6,0.784565485,154.3451515
4065,-2,14115,14452,17765,18006,2949,0.79,0.8,14153.8,0.786060202,39.39797845
4065,-6,14280,13953,17961,17371,2958,0.8,0.8,13464.3,0.775102182,248.978182
4065,-2,14386,14181,17924,17627,2966,0.8,0.8,13769.1,0.781136892,188.6310773
4065,5,14261,14386,17855,17919,2966,0.8,0.8,14061.7,0.784736871,152.6312852
4065,4,14419,14414,18013,17951,2965,0.8,0.8,14099.3,0.785432566,145.6743357
4065,2,14403,14132,17950,17548,2958,0.8,0.81,13696.4,0.780510599,194.894005
4065,-13,14447,14133,18011,17560,2952,0.8,0.8,13701,0.78023918,197.6082005
4065,-8,14239,14359,17884,17872,2947,0.8,0.8,14020.6,0.784500895,154.9910474
4065,-7,14370,14285,17974,17769,2948,0.8,0.8,13915.7,0.783144803,168.5519725
4065,-1,14386,14228,17953,17689,2949,0.8,0.8,13834.7,0.782107524,178.9247555
4065,11,14436,14218,17993,17697,2953,0.8,0.8,13827.1,0.781324518,186.7548172
4065,0,14387,14337,17945,17849,2956,0.8,0.8,13991.7,0.783892655,161.0734495
4065,-6,14356,14429,17985,17960,2958,0.8,0.8,14117,0.786024499,139.7550111
4065,-17,14377,14200,17919,17654,2958,0.8,0.8,13796.2,0.781477286,185.227144
4065,-19,14280,14406,17896,17940,2953,0.8,0.8,14088,0.785284281,147.1571906
4065,8,14413,14252,17958,17738,2945,0.8,0.8,13873.4,0.782128763,178.7123689
4065,0,14369,14319,18007,17824,2936,0.8,0.8,13966.2,0.78356149,164.3850987
4065,6,14395,14291,17991,17781,2933,0.8,0.8,13925.3,0.783156178,168.4382206
4065,-7,14431,14263,17998,17755,2933,0.8,0.8,13889.5,0.78228668,177.1332019
4065,3,14383,14395,17992,17935,2936,0.8,0.8,14075.5,0.784806245,151.9375523
4065,-5,14359,14353,17971,17880,2941,0.8,0.8,14017,0.783948546,160.5145414
4065,3,14294,14406,17928,17941,2947,0.8,0.8,14088.3,0.785257232,147.4276796
4065,-3,14418,14098,17972,17506,2949,0.8,0.81,13649.8,0.779721238,202.7876157
4065,1,14323,14346,17930,17867,2949,0.8,0.8,14006.1,0.783908882,160.911177
4065,-19,14305,13745,17935,17066,2952,0.8,0.81,13164.8,0.771405133,285.9486699
4066,-11,14365,14368,17952,17887,2955,0.8,0.8,14034.1,0.784597753,154.0224744
4065,8,14465,14344,18094,17849,2959,0.8,0.8,13998.7,0.784284834,157.1516612
4065,6,14047,14353,17585,17863,2960,0.8,0.8,14011.9,0.784409114,155.9088619
4065,12,14272,14323,17946,17827,2960,0.8,0.8,13971.1,0.783704493,162.9550682
4065,4,14405,14318,17991,17828,2959,0.8,0.8,13966.4,0.783396904,166.0309625
4065,-8,14230,14183,17868,17640,2957,0.8,0.8,13775,0.780895692,191.0430839
4065,-12,14344,13964,18026,17358,2955,0.8,0.8,13471.4,0.776091716,239.0828436
4065,-16,14312,14333,17949,17850,2955,0.8,0.8,13988,0.783641457,163.5854342
4065,-5,14353,14099,17885,17511,2955,0.8,0.81,13652.3,0.779641368,203.5863172
4065,2,14389,14316,17962,17820,2953,0.8,0.8,13962,0.783501684,164.983165
4065,-16,14394,14301,17968,17799,2952,0.8,0.8,13940.7,0.783229395,167.7060509
4065,13,14274,14330,17825,17837,2952,0.8,0.8,13981.1,0.783825755,161.7424455
4065,2,14423,14339,18000,17853,2952,0.8,0.8,13994.9,0.783896264,161.0373607
4065,-2,14295,14404,17966,17938,2951,0.8,0.8,14085.4,0.785226893,147.7310737
4065,-14,14303,14341,17955,17866,2948,0.8,0.8,14000.8,0.783656107,163.4389343
4065,-12,14336,14492,17998,18048,2945,0.8,0.8,14206.4,0.78714539,128.5460993
4065,-5,14421,14287,17987,17801,2943,0.8,0.8,13927.3,0.78238863,176.1137015
4065,8,14353,14310,17940,17811,2943,0.8,0.8,13953.3,0.783409129,165.9087081
4065,-19,14328,14338,17903,17860,2944,0.8,0.8,13996,0.783650616,163.493841
4065,-12,14321,14356,17903,17879,2945,0.8,0.8,14019.7,0.784143408,158.5659153
4065,4,14431,14142,17987,17578,2947,0.8,0.8,13715.4,0.780259415,197.4058482
4065,10,14455,14210,18022,17678,2947,0.8,0.8,13813.4,0.781389297,186.1070257
4065,-2,14423,14161,17973,17589,2948,0.8,0.81,13737.7,0.781039286,189.6071408
4065,-3,14303,14346,17887,17856,2948,0.8,0.8,14002.8,0.784206989,157.9301075
4065,-12,14405,14347,18014,17856,2948,0.8,0.8,14003.8,0.784262993,157.3700717
4065,11,14397,14374,17991,17898,2948,0.8,0.8,14043.4,0.784635155,153.6484523
4065,-2,14357,14356,17930,17879,2948,0.8,0.8,14019.7,0.784143408,158.5659153
4065,7,14421,14373,17998,17897,2948,0.8,0.8,14042.1,0.784606359,153.9364139
4065,-7,14322,14396,17961,17935,2950,0.8,0.8,14076.5,0.784862002,151.3799833
4065,-7,14353,14389,17953,17920,2953,0.8,0.8,14065,0.784877232,151.2276786
4065,-2,14323,14426,17955,17956,2956,0.8,0.8,14112.8,0.785965694,140.3430608
4065,-8,14397,14168,17940,17617,2957,0.8,0.8,13753.1,0.780672078,193.2792189
4065,1,14378,14104,17906,17521,2956,0.8,0.8,13660.3,0.779652988,203.4701216
4065,1,14386,14286,17964,17787,2953,0.8,0.8,13922.1,0.782712093,172.879069
