ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FBprime,Fbprime/NB,NSCprime
4065,-852,11179,12380,13916,13850,2957,0.8,0.89,10835,0.782310469,176.8953069
4065,-887,11261,12282,14089,13747,2963,0.8,0.89,10706.1,0.778795374,212.0462646
4065,-854,11430,12605,14190,14108,2964,0.81,0.89,11137.4,0.789438616,205.6138361
4065,-851,11395,12407,14100,13864,2964,0.81,0.89,10866.2,0.783770917,262.2908252
4065,-854,11297,12708,14112,14218,2961,0.8,0.89,11273.4,0.792896329,71.03671402
4065,-859,11337,12616,14075,14120,2957,0.81,0.89,11152,0.7898017,201.9830028
4065,-867,11366,12672,14136,14183,2954,0.8,0.89,11226.9,0.79157442,84.2557992
4065,-855,11404,12362,14111,13806,2954,0.81,0.9,10803.8,0.782543822,274.5617847
4065,-854,11362,12648,14080,14152,2953,0.81,0.89,11193.6,0.790955342,190.44658
4065,-844,11315,12644,14052,14149,2952,0.81,0.89,11188.7,0.790776733,192.2326666
4065,-873,11344,12669,14128,14179,2950,0.8,0.89,11222.7,0.791501516,84.98483673
4065,-861,11359,12659,14129,14166,2949,0.8,0.89,11208.8,0.791246647,87.53353099
4065,-844,11279,12585,14031,14079,2949,0.8,0.89,11108.7,0.789026209,109.7379075
4065,-853,11336,12684,14107,14202,2950,0.8,0.89,11244.6,0.791761724,82.38276299
4065,-859,11403,12470,14113,13942,2951,0.81,0.89,10952.6,0.78558313,244.1686989
4065,-843,11331,12688,14122,14205,2953,0.8,0.89,11249.5,0.791939458,80.60542063
4065,-831,11426,12650,14133,14157,2954,0.81,0.89,11197.1,0.790923218,190.767818
4065,-840,11407,12529,14114,14019,2953,0.81,0.89,11034.7,0.787124617,228.7538341
4065,-841,11429,12528,14140,14007,2951,0.81,0.89,11030.1,0.78747055,225.2944956
4065,-847,11332,12663,14105,14162,2947,0.8,0.89,11211.6,0.791667844,83.32156475
4065,-883,11374,12651,14133,14151,2943,0.8,0.89,11196.3,0.791202035,87.97964808
4065,-868,11288,12379,14120,13835,2941,0.8,0.89,10829.5,0.782761113,172.3888688
4065,-848,11377,12678,14147,14181,2941,0.8,0.89,11232.3,0.79206685,79.33149989
4065,-855,11432,12430,14151,13890,2941,0.81,0.89,10897,0.784521238,254.787617
4065,-843,11239,12628,13951,14120,2941,0.81,0.89,11164,0.790651558,193.4844193
4065,-862,11403,12369,14110,13818,2941,0.81,0.9,10814.4,0.78263135,273.6864959
4065,-846,11292,12694,14056,14209,2941,0.8,0.89,11256.7,0.792223239,77.76761208
4065,-854,11313,12655,14076,14161,2942,0.8,0.89,11203.3,0.791137632,88.62368477
4065,-854,11198,12372,14002,13846,2943,0.8,0.89,10825.8,0.781872021,181.279792
4065,-842,11212,12234,13883,13680,2945,0.81,0.89,10638,0.777631579,323.6842105
4065,-824,11414,12482,14130,13958,2947,0.81,0.89,10969.4,0.78588623,241.1376988
4065,-844,11297,12589,13970,14081,2948,0.81,0.89,11113.3,0.789240821,207.5917904
4065,-849,11360,12647,14096,14146,2948,0.81,0.89,11190.8,0.791092888,189.0711155
4065,-846,11453,12477,14165,13953,2946,0.81,0.89,10962.9,0.785702,242.9800043
4065,-840,11374,12662,14110,14166,2943,0.81,0.89,11211.8,0.791458422,185.4157843
4065,-840,11341,12633,14095,14131,2940,0.8,0.89,11172.3,0.790623452,93.76548015
4065,-867,11209,12346,14016,13794,2940,0.8,0.9,10784.2,0.781803683,181.9631724
4065,-847,11410,12570,14137,14065,2941,0.81,0.89,11089.5,0.788446498,215.535016
4065,-850,11402,12552,14121,14036,2944,0.81,0.89,11062.8,0.788173269,218.2673126
4065,-875,11267,12664,14054,14173,2947,0.8,0.89,11215.9,0.791356805,86.43194807
4065,-863,11322,12466,13997,13924,2949,0.81,0.9,10943.2,0.785923585,240.7641482
4065,-856,11326,12607,14073,14112,2948,0.8,0.89,11140.6,0.78944161,105.5839002
4065,-845,11403,12571,14132,14058,2948,0.81,0.89,11088.4,0.788760848,212.3915208
4065,-870,11412,12604,14138,14101,2948,0.81,0.89,11134.3,0.789610666,203.8933409
4065,-861,11345,12651,14107,14157,2949,0.8,0.89,11198.1,0.790993855,90.0614537
4065,-845,11387,12598,14146,14095,2949,0.8,0.89,11126.5,0.789393402,106.0659808
4066,-852,11414,12405,14120,13859,2949,0.81,0.9,10862.7,0.78380114,261.9885995
4065,-841,11380,12592,14113,14086,2951,0.81,0.89,11117.8,0.789280136,207.1986369
4064,-849,11340,12688,14105,14204,2956,0.8,0.89,11249.2,0.791974092,80.25908195
4065,-862,11367,12581,14108,14082,2961,0.81,0.89,11105.6,0.788637978,213.6202244
4064,-861,11442,12460,14150,13933,2964,0.81,0.89,10939.9,0.785179071,248.2092873
4065,-871,11399,12404,14113,13857,2965,0.81,0.9,10861.1,0.783798802,262.0119795
4065,-850,11347,12713,14130,14234,2960,0.8,0.89,11283.2,0.792693551,73.06449347
4065,-873,11388,12712,14203,14218,2951,0.8,0.89,11277.4,0.793177662,68.22337882
4065,-858,11342,12630,14137,14131,2942,0.8,0.89,11169.3,0.790411153,95.88847215
4065,-860,11323,12427,14019,13887,2939,0.81,0.89,10893.1,0.78440988,255.9012026
4065,-856,11416,12388,14130,13841,2939,0.81,0.9,10840.3,0.783202081,267.9791923
4065,-850,11363,12570,14116,14047,2943,0.8,0.89,11084.1,0.7890724,109.276002
4065,-875,11187,12562,14019,14044,2948,0.8,0.89,11075.2,0.788607234,113.9276559
4065,-862,11219,12227,14047,13671,2953,0.8,0.89,10628.3,0.777433984,225.6601565
4065,-864,11390,12510,14091,14005,2954,0.81,0.89,11011.5,0.786254909,237.4509104
4065,-855,11257,12630,14049,14135,2954,0.8,0.89,11170.5,0.790272374,97.27626459
4065,-846,11254,12615,13918,14111,2954,0.81,0.89,11148.3,0.790043229,199.5677131
4066,-849,11400,12515,14110,13993,2953,0.81,0.89,11012.9,0.787029229,229.707711
4065,-860,11442,12411,14161,13871,2952,0.81,0.89,10872.3,0.783815154,261.8484608
4065,-853,11359,12386,14059,13836,2953,0.81,0.9,10836.8,0.783232148,267.6785198
4065,-841,11388,12619,14113,14108,2952,0.81,0.89,11151.4,0.790430961,195.6903884
4065,-853,11351,12668,14126,14177,2954,0.8,0.89,11221.1,0.791500317,84.99682584
4065,-843,11365,12643,14110,14141,2957,0.81,0.89,11185.3,0.790983665,190.1633548
4065,-854,11389,12504,14088,13969,2959,0.81,0.9,10994.7,0.787078531,229.2146897
4065,-848,11453,12580,14176,14070,2960,0.81,0.89,11101,0.788983653,210.1634684
4065,-857,11397,12410,14099,13872,2958,0.81,0.89,10871.6,0.783708189,262.9181084
4065,-876,11345,12551,14120,14024,2948,0.8,0.89,11058.2,0.788519681,114.8031945
4065,-860,11230,12681,14054,14195,2937,0.8,0.89,11239.5,0.791792885,82.07115181
4065,-855,11303,12649,14071,14154,2929,0.8,0.89,11195.2,0.79095662,90.43379963
4065,-852,11331,12663,14107,14174,2929,0.8,0.89,11215.2,0.791251587,87.48412586
4065,-838,11439,12588,14194,14081,2930,0.81,0.89,11112.3,0.789169803,208.3019672
4065,-864,11333,12644,14094,14149,2934,0.8,0.89,11188.7,0.790776733,92.23266662
4065,-882,11292,12385,14116,13834,2938,0.8,0.9,10835.2,0.783229724,167.7027613
4065,-846,11248,12577,14031,14059,2940,0.8,0.89,11094.7,0.789152856,108.4714418
4065,-841,11441,12550,14160,14035,2940,0.81,0.89,11060.5,0.78806555,219.3444959
4065,-875,11350,12635,14096,14138,2940,0.81,0.89,11176.4,0.790521997,194.7800255
4065,-858,11452,12385,14175,13845,2938,0.81,0.89,10838.5,0.782845793,271.542073
4065,-836,11398,12543,14109,14019,2937,0.81,0.89,11048.7,0.788123261,218.7673871
4066,-838,11377,12541,14074,14016,2936,0.81,0.89,11045.8,0.788085046,219.1495434
4065,-850,11259,12654,14079,14169,2936,0.8,0.89,11204.7,0.790789752,92.10247724
4065,-859,11450,12550,14187,14032,2940,0.81,0.89,11059.6,0.788169897,218.3010262
4065,-850,11531,12535,14281,14018,2946,0.81,0.89,11040.4,0.787587388,224.1261236
4065,-838,10989,12594,13664,14083,2952,0.8,0.89,11118.9,0.789526379,104.7362068
4065,-822,11105,12642,13747,14140,2955,0.81,0.89,11184,0.790947666,190.523338
4065,-834,11411,12614,14147,14113,2955,0.81,0.89,11147.9,0.789902926,200.9707362
4065,-862,11270,12721,14091,14232,2955,0.8,0.89,11290.6,0.793324902,66.7509837
4065,-843,11415,12485,14113,13968,2954,0.81,0.89,10975.4,0.78575315,242.4684994
4065,-855,11424,12315,14145,13758,2954,0.81,0.9,10742.4,0.780811164,291.8883559
4065,-846,11432,12588,14131,14079,2954,0.81,0.89,11111.7,0.789239293,207.6070744
4065,-843,11304,12667,14064,14174,2953,0.8,0.89,11219.2,0.791533794,84.66205729
4065,-870,11260,12356,14087,13801,2954,0.8,0.9,10796.3,0.782283892,177.1610753
4065,-854,11372,12518,14062,13992,2953,0.81,0.89,11015.6,0.787278445,227.2155517
4065,-851,11362,12609,14110,14105,2953,0.81,0.89,11140.5,0.789826303,201.7369727
4065,-845,11369,12605,14096,14108,2953,0.81,0.89,11137.4,0.789438616,205.6138361
4065,-865,11329,12658,14080,14159,2953,0.8,0.89,11205.7,0.791418886,85.81114485
4065,-844,11312,12694,14113,14200,2950,0.8,0.89,11254,0.792535211,74.64788732
4065,-865,11383,12571,14099,14061,2948,0.81,0.89,11089.3,0.788656568,213.4343219
4065,-843,11330,12622,14042,14116,2945,0.81,0.89,11156.8,0.790365543,196.3445735
4064,-844,11335,12659,14124,14166,2945,0.8,0.89,11208.8,0.791246647,87.53353099
4065,-849,11363,12601,14116,14088,2944,0.8,0.89,11127.4,0.789849517,101.5048268
4065,-850,11262,12573,14030,14068,2938,0.8,0.89,11093.4,0.788555587,114.4441285
4065,-864,11324,12637,14078,14140,2931,0.8,0.89,11179,0.790594059,94.05940594
4065,-864,11333,12710,14090,14225,2925,0.8,0.89,11277.5,0.792794376,72.05623902
