ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB
6352,482,12676,12089,13846,13865,9670,0.92,0.87
6352,470,12668,11920,13780,13638,9669,0.92,0.87
6353,459,12706,12056,13815,13787,9669,0.92,0.87
6354,435,12615,12132,13745,13854,9668,0.92,0.88
6355,421,12635,12188,13804,13899,9666,0.92,0.88
6356,406,12507,12266,13710,13958,9664,0.91,0.88
6357,402,12674,12222,13820,13871,9664,0.92,0.88
6358,372,12589,12211,13748,13809,9664,0.92,0.88
6359,356,12697,12218,13836,13792,9669,0.92,0.89
6361,304,12693,12252,13835,13790,9674,0.92,0.89
6361,291,12456,12328,13691,13862,9679,0.91,0.89
6363,298,12559,12204,13668,13705,9678,0.92,0.89
6364,254,12640,12330,13784,13802,9677,0.92,0.89
6364,224,12580,12411,13810,13878,9673,0.91,0.89
6365,210,12673,12375,13820,13794,9670,0.92,0.9
6366,183,12544,12517,13741,13914,9668,0.91,0.9
6367,158,12681,12327,13842,13663,9668,0.92,0.9
6368,117,12498,12592,13759,13919,9668,0.91,0.9
6369,65,12641,12383,13824,13632,9668,0.91,0.91
6370,35,12616,12689,13910,13937,9668,0.91,0.91
6372,6,12480,12535,13766,13724,9669,0.91,0.91
6372,6,12476,12642,13691,13821,9670,0.91,0.91
6374,-59,12588,12586,13818,13712,9672,0.91,0.92
6374,-98,12551,12693,13801,13799,9675,0.91,0.92
6375,-97,12522,12796,13784,13880,9677,0.91,0.92
6376,-132,12547,12751,13825,13781,9677,0.91,0.93
6377,-206,12425,12870,13779,13880,9677,0.9,0.93
6379,-245,12485,12761,13802,13696,9678,0.9,0.93
6379,-299,12392,12957,13801,13862,9678,0.9,0.93
6380,-333,12448,12949,13833,13817,9678,0.9,0.94
6382,-388,12313,13034,13834,13872,9679,0.89,0.94
6383,-414,12238,13053,13633,13859,9682,0.9,0.94
6383,-468,12293,13122,13785,13904,9685,0.89,0.94
6384,-491,12308,13160,13794,13893,9688,0.89,0.95
6385,-557,11838,13185,13363,13884,9688,0.89,0.95
6386,-590,12265,13231,13804,13899,9686,0.89,0.95
6387,-632,12287,13182,13834,13791,9683,0.89,0.96
6388,-701,12274,13017,13844,13565,9680,0.89,0.96
6390,-743,12164,13107,13766,13609,9679,0.88,0.96
6390,-828,12090,13068,13836,13531,9680,0.87,0.97
6392,-869,11979,13434,13770,13884,9672,0.87,0.97
6392,-907,11939,13489,13659,13904,9665,0.87,0.97
6393,-964,12083,13390,13825,13744,9659,0.87,0.97
6394,-1047,11914,13255,13792,13567,9659,0.86,0.98
6395,-1074,11970,13586,13817,13872,9661,0.87,0.98
6396,-1120,11980,13626,13835,13884,9665,0.87,0.98
6397,-1176,11956,13694,13864,13890,9669,0.86,0.99
6398,-1250,11853,13659,13797,13811,9671,0.86,0.99
6399,-1311,11802,13775,13806,13879,9671,0.85,0.99
6401,-1404,11792,13588,13818,13624,9672,0.85,1
6401,-1451,11620,13891,13762,13908,9674,0.84,1
6402,-1515,11727,13696,13838,13659,9675,0.85,1
6404,-1584,11692,13708,13840,13628,9675,0.84,1.01
6405,-1628,11575,14000,13791,13888,9675,0.84,1.01
6406,-1687,11494,14083,13781,13941,9672,0.83,1.01
6407,-1725,11369,14118,13707,13946,9670,0.83,1.01
6408,-1799,11414,14079,13777,13854,9669,0.83,1.02
6408,-1875,11415,14091,13773,13827,9669,0.83,1.02
6409,-1921,11400,14034,13791,13719,9677,0.83,1.02
6410,-1986,11372,14245,13856,13883,9688,0.82,1.03
6411,-2057,11276,14067,13768,13668,9698,0.82,1.03
6412,-2132,11266,14118,13829,13680,9700,0.81,1.03
6414,-2219,11200,14402,13835,13916,9699,0.81,1.03
6415,-2266,11144,14389,13861,13864,9692,0.8,1.04
6415,-2317,11035,14454,13792,13894,9686,0.8,1.04
6416,-2375,11009,14542,13827,13938,9681,0.8,1.04
6417,-2456,10875,14606,13784,13952,9681,0.79,1.05
6419,-2561,10981,14372,13858,13677,9678,0.79,1.05
6420,-2609,10796,14638,13763,13885,9674,0.78,1.05
6421,-2707,10830,14689,13857,13903,9671,0.78,1.06
6422,-2768,10674,14525,13739,13704,9670,0.78,1.06
6423,-2811,10581,14766,13681,13891,9672,0.77,1.06
6423,-2885,10728,14513,13863,13613,9680,0.77,1.07
6424,-2955,10581,14916,13827,13963,9688,0.77,1.07
6425,-3015,10546,14910,13786,13920,9695,0.76,1.07
6426,-3088,10503,14837,13781,13831,9695,0.76,1.07
6427,-3113,10399,14967,13741,13899,9690,0.76,1.08
6429,-3202,10415,14906,13851,13797,9681,0.75,1.08
6430,-3287,10290,15098,13817,13943,9672,0.74,1.08
6431,-3366,10355,15178,13954,13972,9669,0.74,1.09
6432,-3441,10049,15141,13725,13902,9669,0.73,1.09
6432,-3499,10178,14954,13790,13686,9681,0.74,1.09
6434,-3593,10009,15266,13762,13946,9692,0.73,1.09
6435,-3653,10075,15200,13825,13859,9704,0.73,1.1
6436,-3673,9995,15269,13801,13893,9704,0.72,1.1
6437,-3723,10019,15022,13820,13638,9700,0.72,1.1
6438,-3798,9878,15399,13821,13942,9695,0.71,1.1
6439,-3855,9851,15336,13829,13855,9688,0.71,1.11
6439,-3945,9767,15503,13832,13966,9686,0.71,1.11
6441,-4024,9836,15356,13905,13803,9686,0.71,1.11
6442,-4068,9622,15574,13827,13962,9685,0.7,1.12
6442,-4137,9576,15504,13761,13866,9683,0.7,1.12
6444,-4248,9468,15230,13762,13595,9682,0.69,1.12
6444,-4280,9501,15574,13814,13870,9682,0.69,1.12
6446,-4346,9422,15332,13842,13621,9684,0.68,1.13
6447,-4376,9372,15714,13754,13942,9687,0.68,1.13
6448,-4417,9389,15756,13818,13946,9690,0.68,1.13
6449,-4480,9331,15684,13802,13861,9692,0.68,1.13
6450,-4544,9307,15446,13805,13617,9692,0.67,1.13
6451,-4627,9296,15585,13880,13698,9691,0.67,1.14
6451,-4711,9113,15532,13750,13618,9689,0.66,1.14
6452,-4787,8976,15622,13621,13661,9687,0.66,1.14
6454,-4892,8936,15992,13769,13958,9686,0.65,1.15
6455,-4951,8912,15957,13841,13899,9686,0.64,1.15
6455,-4968,8965,15753,13795,13703,9686,0.65,1.15
6457,-5037,8919,15956,13860,13859,9686,0.64,1.15
6458,-5070,8817,15898,13784,13779,9686,0.64,1.15
6459,-5162,8766,15850,13740,13710,9686,0.64,1.16
6460,-5196,8728,15961,13823,13779,9685,0.63,1.16
6461,-5265,8661,16161,13806,13919,9683,0.63,1.16
6462,-5336,8531,16284,13844,14003,9682,0.62,1.16
6463,-5386,8605,16017,13841,13746,9682,0.62,1.17
6464,-5462,8583,15991,13863,13709,9683,0.62,1.17
6465,-5495,8439,16208,13793,13868,9686,0.61,1.17
6465,-5580,8369,16250,13780,13876,9688,0.61,1.17
6467,-5590,8390,16356,13820,13961,9690,0.61,1.17
6467,-5645,8281,16379,13802,13945,9690,0.6,1.17
6469,-5731,8254,16329,13805,13882,9691,0.6,1.18
6470,-5759,8266,16372,13849,13894,9692,0.6,1.18
6471,-5834,8273,16194,13945,13722,9694,0.59,1.18
6472,-5874,7641,16537,12952,13987,9694,0.59,1.18
6472,-5930,7962,16294,13621,13758,9694,0.58,1.18
6474,-6020,8067,16191,13861,13658,9691,0.58,1.19
6475,-6058,7956,16467,13801,13863,9689,0.58,1.19
6476,-6104,7827,16620,13764,13980,9686,0.57,1.19
6477,-6125,7914,16418,13832,13793,9686,0.57,1.19
6478,-6164,7853,16642,13846,13956,9689,0.57,1.19
6478,-6242,7716,16693,13831,13988,9693,0.56,1.19
6479,-6311,7784,16316,13854,13656,9698,0.56,1.19
6480,-6353,7683,16667,13908,13916,9700,0.55,1.2
6482,-6398,7513,16636,13747,13874,9700,0.55,1.2
6483,-6474,7553,16500,13756,13747,9695,0.55,1.2
6484,-6497,7608,16343,13867,13612,9690,0.55,1.2
6485,-6543,7564,16486,13855,13715,9685,0.55,1.2
6486,-6564,7449,16700,13814,13877,9685,0.54,1.2
6487,-6617,7420,16751,13825,13909,9686,0.54,1.2
6487,-6654,7386,16804,13850,13944,9688,0.53,1.21
6489,-6679,7272,16866,13787,13984,9690,0.53,1.21
6490,-6737,7336,16466,13813,13645,9692,0.53,1.21
6491,-6759,7351,16722,13900,13850,9691,0.53,1.21
6492,-6809,7135,16858,13826,13949,9691,0.52,1.21
6492,-6829,7039,16881,13627,13950,9691,0.52,1.21
6494,-6872,7185,16736,13835,13833,9691,0.52,1.21
6495,-6915,7173,16698,13849,13793,9691,0.52,1.21
6496,-6935,7116,16767,13851,13845,9691,0.51,1.21
6496,-6958,7030,16840,13818,13898,9689,0.51,1.21
6497,-6986,7024,16775,13772,13837,9686,0.51,1.21
6498,-7036,7014,16721,13843,13797,9685,0.51,1.21
6500,-7079,6900,16818,13812,13871,9685,0.5,1.21
6501,-7105,6975,16737,13922,13799,9684,0.5,1.21
6502,-7102,6836,16499,13731,13616,9682,0.5,1.21
6503,-7130,6774,16877,13718,13911,9680,0.49,1.21
6504,-7171,6855,16603,13859,13700,9680,0.49,1.21
6505,-7176,6840,16717,13870,13797,9682,0.49,1.21
6505,-7183,6791,16830,13890,13887,9693,0.49,1.21
6506,-7201,6656,16862,13740,13920,9704,0.48,1.21
6508,-7214,6740,16842,13848,13915,9712,0.49,1.21
6509,-7239,6707,16686,13839,13797,9712,0.48,1.21
6510,-7245,6709,16575,13886,13711,9707,0.48,1.21
6511,-7249,6650,16844,13860,13932,9700,0.48,1.21
6512,-7296,6526,16823,13858,13932,9692,0.47,1.21
6513,-7267,6615,16517,13857,13682,9689,0.48,1.21
6514,-7287,6604,16651,13877,13817,9689,0.48,1.21
6515,-7290,6527,16696,13801,13864,9688,0.47,1.2
6516,-7293,6526,16406,13826,13640,9686,0.47,1.2
6517,-7288,6503,16572,13846,13796,9684,0.47,1.2
6518,-7308,6389,16674,13846,13887,9685,0.46,1.2
6519,-7309,6384,16770,13810,13983,9686,0.46,1.2
6520,-7319,6396,16567,13816,13836,9690,0.46,1.2
6521,-7301,6258,16374,13601,13704,9693,0.46,1.19
6522,-7300,6247,16657,13826,13958,9695,0.45,1.19
6523,-7279,6286,16439,13740,13798,9695,0.46,1.19
6523,-7304,6266,16603,13849,13961,9691,0.45,1.19
6525,-7300,6251,16497,13759,13897,9686,0.45,1.19
6526,-7263,6266,16493,13821,13919,9682,0.45,1.18
6527,-7251,6265,16491,13772,13935,9681,0.45,1.18
6528,-7243,6253,16325,13815,13815,9682,0.45,1.18
6529,-7231,6300,16344,13838,13855,9682,0.46,1.18
6530,-7249,6251,16307,13870,13844,9683,0.45,1.18
6531,-7227,6286,16336,13895,13900,9684,0.45,1.18
6532,-7189,6276,16082,13854,13714,9684,0.45,1.17
6533,-7186,6211,16248,13796,13878,9690,0.45,1.17
6534,-7161,6275,16249,13878,13909,9698,0.45,1.17
6535,-7131,6253,15971,13861,13702,9706,0.45,1.17
6536,-7104,6161,16182,13814,13915,9708,0.45,1.16
6537,-7075,6223,16155,13822,13918,9708,0.45,1.16
6538,-7060,6210,16086,13882,13884,9707,0.45,1.16
6539,-7041,6182,16118,13832,13943,9706,0.45,1.16
6540,-7003,6214,16121,13859,13959,9705,0.45,1.15
6541,-6995,6218,16026,13850,13914,9705,0.45,1.15
6542,-6961,6202,15872,13843,13813,9705,0.45,1.15
6543,-6944,6246,15819,13810,13800,9704,0.45,1.15
6544,-6912,6285,15721,13901,13762,9703,0.45,1.14
6545,-6874,6257,15691,13817,13769,9702,0.45,1.14
6546,-6852,6179,15875,13642,13965,9703,0.45,1.14
6547,-6819,6216,15788,13811,13930,9709,0.45,1.13
6548,-6783,6232,15823,13857,13980,9715,0.45,1.13
6549,-6751,6296,15461,13846,13704,9719,0.45,1.13
6550,-6710,6200,15728,13828,13981,9720,0.45,1.12
6551,-6674,6320,15312,13852,13644,9714,0.46,1.12
6552,-6610,6320,15318,13871,13693,9704,0.46,1.12
6553,-6593,6330,15260,13831,13675,9694,0.46,1.12
6554,-6545,6360,15194,13862,13660,9690,0.46,1.11
6554,-6513,6271,15449,13778,13938,9690,0.46,1.11
6556,-6463,6399,15346,13857,13892,9695,0.46,1.1
6557,-6393,6351,15385,13839,13971,9699,0.46,1.1
6558,-6349,6348,15330,13846,13950,9703,0.46,1.1
6559,-6322,6440,15078,13832,13751,9703,0.47,1.1
6560,-6275,6384,15204,13844,13903,9701,0.46,1.09
6561,-6252,6452,15134,13838,13878,9696,0.47,1.09
6562,-6185,6459,14990,13842,13784,9692,0.47,1.09
6563,-6140,6422,14812,13613,13653,9689,0.47,1.08
6564,-6067,6531,14945,13787,13824,9689,0.47,1.08
6565,-6025,6536,15079,13822,13992,9692,0.47,1.08
6566,-5976,6575,14958,13787,13910,9695,0.48,1.08
6567,-5932,6646,14802,13832,13817,9699,0.48,1.07
6568,-5871,6615,14893,13818,13926,9699,0.48,1.07
6569,-5844,6652,14846,13820,13924,9699,0.48,1.07
6570,-5804,6725,14795,13856,13918,9700,0.49,1.06
6571,-5723,6797,14579,13883,13761,9700,0.49,1.06
6572,-5658,6654,14706,13782,13933,9701,0.48,1.06
6573,-5552,6824,14455,13738,13749,9701,0.5,1.05
6574,-5516,6934,14250,13875,13592,9703,0.5,1.05
6575,-5446,6889,14604,13838,13985,9705,0.5,1.04
6576,-5385,6966,14327,13758,13768,9708,0.51,1.04
6577,-5317,7021,14276,13852,13761,9708,0.51,1.04
6578,-5235,7037,14379,13861,13900,9708,0.51,1.03
6579,-5177,7106,14073,13790,13650,9709,0.52,1.03
6580,-5109,7115,14283,13817,13916,9710,0.51,1.03
6581,-5024,7182,14177,13792,13863,9710,0.52,1.02
6582,-4953,7078,14273,13733,14018,9710,0.52,1.02
6583,-4854,7277,14068,13783,13872,9708,0.53,1.01
6584,-4808,7301,14000,13763,13854,9704,0.53,1.01
6585,-4726,7316,14010,13750,13920,9700,0.53,1.01
6586,-4647,7351,14000,13777,13974,9699,0.53,1
6587,-4561,7535,13823,13876,13845,9700,0.54,1
6588,-4484,7593,13649,13817,13709,9704,0.55,1
6589,-4385,7647,13719,13815,13856,9708,0.55,0.99
6590,-4344,7725,13681,13867,13861,9711,0.56,0.99
6591,-4250,7704,13782,13820,14014,9711,0.56,0.98
6592,-4178,7661,13617,13762,13910,9711,0.56,0.98
6593,-4136,7671,13241,13707,13552,9712,0.56,0.98
6595,-4040,7871,13481,13834,13879,9713,0.57,0.97
6595,-3954,7946,13447,13859,13886,9713,0.57,0.97
6596,-3879,8029,13413,13901,13898,9713,0.58,0.97
6597,-3790,8091,13163,13845,13682,9707,0.58,0.96
6598,-3716,8089,13143,13750,13705,9701,0.59,0.96
6599,-3652,8085,13343,13800,13981,9694,0.59,0.95
6600,-3571,8256,13190,13828,13873,9694,0.6,0.95
6601,-3505,8291,13220,13864,13948,9694,0.6,0.95
6602,-3432,8256,13142,13810,13928,9694,0.6,0.94
6603,-3370,8268,12756,13806,13543,9694,0.6,0.94
6604,-3305,8434,12985,13822,13849,9694,0.61,0.94
6605,-3215,8515,12981,13870,13885,9694,0.61,0.93
6606,-3169,8566,12725,13863,13638,9701,0.62,0.93
6608,-3096,8583,12847,13822,13819,9710,0.62,0.93
6608,-3037,8656,12802,13857,13822,9719,0.62,0.93
6610,-2963,8667,12800,13811,13863,9721,0.63,0.92
6611,-2877,8746,12718,13829,13821,9720,0.63,0.92
6611,-2831,8811,12720,13863,13882,9715,0.64,0.92
6612,-2763,8778,12714,13823,13921,9711,0.64,0.91
6613,-2696,8707,12300,13688,13498,9708,0.64,0.91
6615,-2601,8995,12412,13846,13679,9708,0.65,0.91
6615,-2526,8975,12620,13867,13963,9715,0.65,0.9
6616,-2471,9044,12543,13838,13935,9725,0.65,0.9
6617,-2384,9173,12299,13866,13687,9734,0.66,0.9
6619,-2333,9226,12236,13883,13659,9736,0.66,0.9
6620,-2282,9241,12232,13811,13701,9734,0.67,0.89
6621,-2209,9315,12317,13858,13822,9726,0.67,0.89
6622,-2141,9369,12379,13918,13950,9718,0.67,0.89
6623,-2084,9221,12365,13756,13972,9712,0.67,0.88
6624,-2014,9417,12262,13832,13890,9712,0.68,0.88
6625,-1976,9415,12274,13829,13945,9710,0.68,0.88
6626,-1911,9496,12197,13826,13888,9706,0.69,0.88
6627,-1852,9600,12146,13872,13873,9702,0.69,0.88
6627,-1799,9563,12152,13823,13909,9700,0.69,0.87
6629,-1723,9653,12130,13849,13926,9701,0.7,0.87
6629,-1669,9733,12018,13840,13820,9706,0.7,0.87
6631,-1622,9750,12033,13826,13877,9711,0.71,0.87
6632,-1543,9870,12118,13938,14031,9716,0.71,0.86
6633,-1485,9883,11806,13838,13691,9716,0.71,0.86
6634,-1422,9863,11916,13722,13860,9717,0.72,0.86
6635,-1358,10000,11755,13822,13708,9718,0.72,0.86
6636,-1305,10030,11950,13838,13985,9720,0.72,0.85
6637,-1239,10036,11770,13735,13798,9720,0.73,0.85
6638,-1184,10137,11872,13858,13962,9720,0.73,0.85
6639,-1123,10112,11851,13804,13956,9717,0.73,0.85
6640,-1118,10198,11798,13860,13926,9715,0.74,0.85
6641,-1057,10155,11819,13814,13968,9712,0.74,0.85
6642,-1018,10332,11659,13873,13798,9712,0.74,0.84
6643,-951,10338,11582,13798,13744,9713,0.75,0.84
6644,-886,10173,11695,13634,13922,9713,0.75,0.84
6645,-852,10487,11502,13833,13703,9713,0.76,0.84
6646,-773,10532,11648,13854,13920,9714,0.76,0.84
6647,-737,10459,11439,13827,13675,9714,0.76,0.84
6648,-680,10604,11535,13848,13824,9715,0.77,0.83
6649,-655,10647,11393,13840,13659,9717,0.77,0.83
6650,-623,10719,11565,13899,13903,9719,0.77,0.83
6651,-567,10672,11607,13872,13973,9719,0.77,0.83
6652,-520,10811,11471,13871,13826,9718,0.78,0.83
6653,-482,10708,11580,13792,13998,9717,0.78,0.83
6654,-442,10845,11482,13812,13893,9716,0.79,0.83
6655,-381,10952,11366,13865,13773,9715,0.79,0.83
6656,-319,11009,11414,13907,13872,9715,0.79,0.82
6657,-282,10932,11462,13817,13944,9712,0.79,0.82
6658,-254,10978,11475,13818,13997,9708,0.79,0.82
6659,-188,11059,11448,13849,13981,9705,0.8,0.82
6660,-181,11105,11274,13841,13772,9704,0.8,0.82
6661,-141,11113,11362,13842,13913,9705,0.8,0.82
6662,-97,11182,11252,13841,13784,9706,0.81,0.82
6663,-51,11236,11146,13858,13678,9707,0.81,0.81
6664,2,11231,11208,13773,13777,9708,0.82,0.81
6665,52,11170,11296,13709,13911,9708,0.81,0.81
6666,90,11355,11288,13862,13926,9709,0.82,0.81
6667,115,11399,11288,13877,13946,9711,0.82,0.81
6668,134,11403,11271,13857,13931,9713,0.82,0.81
6669,183,11477,11057,13871,13672,9713,0.83,0.81
6670,210,11445,11126,13852,13786,9713,0.83,0.81
6671,259,11506,11260,13843,13983,9714,0.83,0.81
6672,275,11503,11253,13854,13973,9714,0.83,0.81
6673,302,11510,11249,13848,13995,9715,0.83,0.8
6674,381,11581,11087,13754,13805,9715,0.84,0.8
6675,394,11642,11201,13853,13973,9715,0.84,0.8
6676,440,11675,11188,13839,13969,9716,0.84,0.8
6677,478,11718,11169,13859,13944,9717,0.85,0.8
6678,469,11679,11206,13848,14001,9717,0.84,0.8
6679,496,11857,10919,13921,13637,9718,0.85,0.8
6680,532,11803,11184,13865,13991,9719,0.85,0.8
6681,551,11819,11079,13872,13853,9720,0.85,0.8
6682,563,11928,11154,13928,13965,9722,0.86,0.8
6683,589,11744,11247,13820,14090,9722,0.85,0.8
6684,622,11879,11173,13826,13992,9721,0.86,0.8
6685,654,11981,10959,13864,13723,9718,0.86,0.8
6686,670,11955,11017,13813,13801,9715,0.87,0.8
6687,694,11982,11143,13869,13974,9713,0.86,0.8
6688,702,12007,11115,13861,13940,9713,0.87,0.8
6689,734,12035,11145,13835,13981,9718,0.87,0.8
6690,748,12063,11181,13857,14027,9724,0.87,0.8
6691,760,12120,11034,13899,13836,9730,0.87,0.8
6692,790,12147,11118,13909,13946,9731,0.87,0.8
6693,793,11999,11089,13768,13913,9730,0.87,0.8
6694,798,12032,11148,13778,13978,9726,0.87,0.8
6695,820,12188,11082,13849,13900,9723,0.88,0.8
6696,835,12234,11118,13882,13939,9720,0.88,0.8
6698,846,12199,11121,13832,13949,9720,0.88,0.8
6699,878,12179,11147,13820,13981,9722,0.88,0.8
6700,890,12148,11206,13798,14044,9724,0.88,0.8
6701,884,12210,10957,13732,13721,9726,0.89,0.8
6702,924,12355,11043,13899,13835,9726,0.89,0.8
6703,917,12310,11179,13876,14010,9727,0.89,0.8
6704,931,12232,11146,13824,13968,9730,0.88,0.8
6704,932,12195,11158,13785,13972,9732,0.88,0.8
6705,959,12350,11068,13836,13855,9734,0.89,0.8
6707,971,12391,11094,13839,13887,9734,0.9,0.8
6708,941,12286,11158,13814,13960,9733,0.89,0.8
6709,977,12426,11156,13893,13963,9731,0.89,0.8
6710,980,12170,10837,13587,13531,9729,0.9,0.8
6711,997,12454,10964,13851,13681,9728,0.9,0.8
6712,999,12381,11171,13819,13952,9728,0.9,0.8
6712,991,12421,11233,13845,14028,9724,0.9,0.8
6714,1001,12428,11208,13836,13982,9719,0.9,0.8
6715,1016,12309,11094,13660,13828,9715,0.9,0.8
6716,1003,12478,11133,13833,13863,9715,0.9,0.8
6717,998,12459,11203,13865,13958,9717,0.9,0.8
6718,1017,12505,11179,13843,13919,9719,0.9,0.8
6719,997,12446,11227,13812,13978,9722,0.9,0.8
6720,1012,12539,10990,13837,13654,9724,0.91,0.8
6721,1018,12551,11253,13854,13989,9724,0.91,0.8
6722,1045,12554,11170,13845,13878,9726,0.91,0.8
6723,1035,12568,11267,13867,13994,9727,0.91,0.81
6724,1034,12423,11301,13772,14033,9729,0.9,0.81
6725,1049,12582,11083,13827,13737,9729,0.91,0.81
6726,1036,12635,11065,13865,13700,9728,0.91,0.81
6727,1044,12612,11259,13848,13945,9725,0.91,0.81
6728,1031,12604,11296,13857,13963,9722,0.91,0.81
6729,1013,12675,11105,13892,13709,9720,0.91,0.81
6730,1034,12651,11321,13904,13975,9720,0.91,0.81
6731,1040,12687,11224,13887,13838,9722,0.91,0.81
6732,1028,12620,11252,13863,13857,9724,0.91,0.81
6733,1003,12683,11392,13945,14028,9727,0.91,0.81
6734,1001,12573,11296,13852,13893,9728,0.91,0.81
6735,1020,12654,11335,13844,13933,9726,0.91,0.81
6736,1009,12685,11346,13882,13939,9717,0.91,0.81
6737,1001,12675,11300,13858,13867,9708,0.91,0.81
6738,991,12675,11322,13848,13884,9701,0.92,0.82
6739,1006,12629,11379,13816,13946,9701,0.91,0.82
6740,1014,12646,11318,13818,13853,9706,0.92,0.82
6741,1003,12718,11363,13888,13898,9711,0.92,0.82
6742,996,12768,11186,13914,13664,9717,0.92,0.82
6743,978,12726,11443,13903,13972,9718,0.92,0.82
6744,997,12620,11429,13820,13948,9719,0.91,0.82
6745,976,12762,11457,13908,13967,9724,0.92,0.82
6746,968,12720,11435,13840,13924,9729,0.92,0.82
6747,965,12638,11516,13846,14005,9733,0.91,0.82
6748,964,12761,11396,13876,13836,9733,0.92,0.82
6749,952,12706,11512,13835,13976,9730,0.92,0.82
6750,959,12760,11396,13890,13809,9724,0.92,0.83
6751,950,12728,11456,13862,13873,9719,0.92,0.83
6752,948,12712,11477,13853,13880,9717,0.92,0.83
6753,931,12814,11295,13932,13645,9717,0.92,0.83
6754,915,12669,11493,13866,13866,9722,0.91,0.83
6755,913,12734,11504,13837,13870,9727,0.92,0.83
6756,904,12775,11369,13880,13675,9732,0.92,0.83
6757,887,12795,11351,13912,13644,9732,0.92,0.83
6758,885,12730,11550,13855,13884,9730,0.92,0.83
6759,892,12717,11589,13858,13910,9725,0.92,0.83
6760,881,12812,11573,13917,13873,9721,0.92,0.83
6761,845,12696,11415,13906,13665,9718,0.91,0.84
6763,871,12754,11668,13876,13968,9718,0.92,0.84
6764,854,12771,11715,13930,14014,9721,0.92,0.84
6764,838,12621,11713,13841,13999,9725,0.91,0.84
6765,845,12717,11609,13827,13869,9728,0.92,0.84
6766,821,12816,11628,13932,13859,9728,0.92,0.84
6767,818,12736,11635,13858,13845,9727,0.92,0.84
6769,810,12735,11754,13847,13981,9726,0.92,0.84
6770,799,12832,11697,13931,13893,9725,0.92,0.84
6771,797,12718,11701,13848,13874,9725,0.92,0.84
6771,772,12743,11760,13863,13944,9725,0.92,0.84
6773,778,12785,11749,13918,13915,9724,0.92,0.84
6773,769,12863,11644,13951,13766,9721,0.92,0.85
6775,774,12803,11813,13919,13975,9719,0.92,0.85
6776,770,12625,11554,13697,13641,9719,0.92,0.85
6777,744,12790,11628,13873,13703,9719,0.92,0.85
6778,746,12760,11868,13887,13994,9718,0.92,0.85
6779,714,12705,11880,13841,13987,9717,0.92,0.85
6780,720,12757,11840,13847,13917,9716,0.92,0.85
6781,721,12707,11935,13829,14022,9716,0.92,0.85
6782,705,12756,11913,13867,13986,9718,0.92,0.85
6783,706,12816,11732,13899,13743,9721,0.92,0.85
6784,686,12804,11920,13898,13967,9725,0.92,0.85
6785,670,12634,11971,13836,14009,9725,0.91,0.85
6786,669,12562,11908,13637,13911,9725,0.92,0.86
6786,659,12765,11859,13856,13832,9721,0.92,0.86
6788,638,12699,11999,13850,14000,9717,0.92,0.86
6789,618,12705,12033,13839,14016,9715,0.92,0.86
6790,608,12709,12013,13872,13986,9715,0.92,0.86
6791,618,12747,11949,13867,13885,9717,0.92,0.86
6792,595,12718,12071,13866,14024,9720,0.92,0.86
6793,597,12737,12012,13897,13947,9723,0.92,0.86
6794,577,12876,11995,14008,13903,9724,0.92,0.86
6795,572,12763,11800,13873,13660,9724,0.92,0.86
6796,558,12594,12061,13763,13958,9729,0.92,0.86
6797,539,12762,11891,13877,13731,9734,0.92,0.87
6798,526,12826,12039,13941,13891,9740,0.92,0.87
6799,527,12622,12163,13830,14028,9739,0.91,0.87
6800,538,12716,12192,13901,14069,9737,0.91,0.87
6801,514,12729,12123,13924,13959,9731,0.91,0.87
6802,496,12735,12054,13877,13866,9726,0.92,0.87
6803,505,12790,12093,13928,13900,9722,0.92,0.87
6804,501,12757,12185,13940,14003,9722,0.92,0.87
6805,494,12748,12041,13906,13813,9723,0.92,0.87
6806,470,12574,12118,13684,13903,9724,0.92,0.87
6807,447,12751,12180,13925,13963,9725,0.92,0.87
6809,466,12683,12107,13815,13870,9725,0.92,0.87
6810,424,12670,12220,13845,13987,9728,0.92,0.87
6810,450,12656,12196,13836,13959,9733,0.91,0.87
6812,453,12721,12162,13864,13890,9739,0.92,0.88
6813,439,12753,12098,13895,13806,9742,0.92,0.88
6813,423,12733,12210,13876,13938,9742,0.92,0.88
6814,422,12723,12259,13896,13980,9739,0.92,0.88
6815,403,12523,12286,13793,14010,9736,0.91,0.88
6817,383,12591,11942,13850,13586,9732,0.91,0.88
6818,386,12735,12265,13896,13955,9731,0.92,0.88
6819,363,12671,12334,13878,14027,9732,0.91,0.88
6820,372,12711,12258,13882,13934,9733,0.92,0.88
6821,359,12749,12211,13919,13870,9735,0.92,0.88
6822,368,12679,12353,13885,14026,9736,0.91,0.88
6823,345,12670,12301,13872,13951,9736,0.91,0.88
6824,353,12769,12246,13938,13879,9733,0.92,0.88
6824,342,12729,12271,13900,13886,9730,0.92,0.88
6826,318,12551,12498,13830,14154,9726,0.91,0.88
6827,315,12515,12335,13658,13948,9725,0.92,0.88
6828,310,12714,12148,13884,13717,9726,0.92,0.89
6829,313,12640,12350,13842,13952,9727,0.91,0.89
6829,293,12691,12344,13872,13937,9728,0.91,0.89
6831,306,12677,12435,13882,14031,9729,0.91,0.89
6831,281,12668,12383,13887,13962,9729,0.91,0.89
6833,285,12607,12513,13865,14099,9730,0.91,0.89
6834,277,12649,12222,13825,13736,9732,0.91,0.89
