ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB
7806,-1467,11280,13469,13978,14119,9816,0.81,0.95
7806,-1468,11297,13464,14030,14113,9817,0.81,0.95
7806,-1464,11300,13498,14025,14153,9817,0.81,0.95
7806,-1473,11297,13529,14058,14188,9818,0.8,0.95
7807,-1456,11240,13527,14015,14186,9818,0.8,0.95
7807,-1466,11254,13489,14013,14143,9817,0.8,0.95
7807,-1453,11353,13516,14071,14174,9811,0.81,0.95
7806,-1468,11246,13513,13976,14171,9805,0.8,0.95
7806,-1475,11262,13383,13957,14026,9800,0.81,0.95
7806,-1459,11262,13321,13960,13969,9800,0.81,0.95
7806,-1464,11146,13505,13903,14167,9802,0.8,0.95
7807,-1484,11279,13511,14011,14164,9805,0.81,0.95
7806,-1471,11290,13533,14040,14187,9808,0.8,0.95
7807,-1467,11327,13272,14042,13904,9809,0.81,0.95
7806,-1456,11317,13390,14019,14019,9809,0.81,0.96
7806,-1491,11197,13583,13997,14246,9809,0.8,0.95
7806,-1480,11252,13476,14001,14125,9810,0.8,0.95
7806,-1467,11290,13554,14042,14215,9810,0.8,0.95
7806,-1473,11167,13463,13904,14109,9811,0.8,0.95
7806,-1487,11131,12885,13942,13492,9813,0.8,0.96
7806,-1468,10986,13487,13661,14140,9816,0.8,0.95
7806,-1454,11288,13401,14009,14046,9819,0.81,0.95
7806,-1476,11283,13518,14026,14175,9821,0.8,0.95
7807,-1470,11289,13533,14019,14193,9821,0.81,0.95
7806,-1478,11241,13515,13998,14174,9819,0.8,0.95
7806,-1480,11327,13313,14039,13941,9817,0.81,0.95
7806,-1473,11251,13518,13985,14170,9815,0.8,0.95
7806,-1487,11251,13541,14003,14190,9815,0.8,0.95
7806,-1462,11071,13428,13724,14074,9815,0.81,0.95
7806,-1481,11321,13421,14040,14069,9816,0.81,0.95
7806,-1482,11249,13549,13992,14203,9816,0.8,0.95
7806,-1481,11202,13463,13978,14121,9817,0.8,0.95
7806,-1478,11181,13463,13942,14115,9817,0.8,0.95
7806,-1500,11219,13565,14001,14217,9810,0.8,0.95
7806,-1472,11163,13537,13915,14194,9803,0.8,0.95
7805,-1456,11264,13548,13999,14207,9795,0.8,0.95
7806,-1465,11300,13526,14021,14185,9795,0.81,0.95
7806,-1493,11267,13495,13990,14145,9795,0.81,0.95
7806,-1477,11199,13530,13922,14198,9795,0.8,0.95
7806,-1472,11289,13430,13990,14077,9795,0.81,0.95
7806,-1460,11243,13494,13991,14158,9795,0.8,0.95
7805,-1460,11327,13442,14035,14091,9795,0.81,0.95
7806,-1471,11165,13559,13962,14223,9802,0.8,0.95
7805,-1496,11195,13467,13938,14120,9810,0.8,0.95
7806,-1476,11293,13240,13997,13860,9819,0.81,0.96
7806,-1474,11245,13539,14017,14187,9820,0.8,0.95
7805,-1473,11278,13535,14022,14189,9820,0.8,0.95
7806,-1461,11226,13492,13970,14137,9817,0.8,0.95
7806,-1467,11068,13548,13792,14207,9814,0.8,0.95
7805,-1459,11204,13484,13950,14134,9812,0.8,0.95
7806,-1453,11102,13491,13750,14146,9812,0.81,0.95
7806,-1471,11188,13525,13947,14181,9810,0.8,0.95
7806,-1466,11209,13595,14003,14253,9806,0.8,0.95
7806,-1495,11196,13509,13955,14165,9803,0.8,0.95
7805,-1450,11256,13446,13965,14088,9803,0.81,0.95
7806,-1472,11249,13455,13977,14104,9803,0.8,0.95
7805,-1456,11314,13462,14036,14104,9807,0.81,0.95
7805,-1481,11212,13535,13996,14197,9811,0.8,0.95
7806,-1462,11086,13514,13749,14167,9813,0.81,0.95
7805,-1482,11197,13056,13987,13696,9813,0.8,0.95
7805,-1470,11281,13384,13984,14023,9813,0.81,0.95
7805,-1455,11274,13547,14016,14196,9813,0.8,0.95
7806,-1485,11158,13210,13967,13833,9813,0.8,0.95
7806,-1475,11262,13250,13955,13877,9812,0.81,0.95
7805,-1472,11293,13357,13991,13991,9812,0.81,0.95
7805,-1478,11206,13542,13952,14200,9815,0.8,0.95
7805,-1462,11302,13410,14017,14053,9819,0.81,0.95
7805,-1477,11234,13464,13987,14101,9822,0.8,0.95
7805,-1466,10967,13436,13579,14079,9822,0.81,0.95
7805,-1458,11244,12780,13965,13380,9823,0.81,0.96
7805,-1472,11253,13484,13970,14143,9827,0.81,0.95
7805,-1487,11243,13547,14006,14202,9831,0.8,0.95
7805,-1466,11188,13573,13977,14233,9834,0.8,0.95
7805,-1513,11108,13525,13912,14181,9834,0.8,0.95
7805,-1455,11297,13240,13999,13867,9829,0.81,0.95
7805,-1480,11267,13505,14011,14167,9823,0.8,0.95
7805,-1460,11329,13498,14061,14157,9817,0.81,0.95
7805,-1474,11300,13241,13999,13865,9816,0.81,0.95
7805,-1481,10979,13561,13662,14222,9816,0.8,0.95
7805,-1459,11260,13495,13979,14148,9816,0.81,0.95
7805,-1457,11251,13327,13930,13954,9815,0.81,0.96
7805,-1481,11214,13499,13972,14154,9815,0.8,0.95
7805,-1472,11207,13526,13990,14186,9815,0.8,0.95
7805,-1479,11341,13477,14054,14125,9815,0.81,0.95
7805,-1467,11185,13446,13948,14089,9814,0.8,0.95
7805,-1471,11324,13456,14036,14112,9814,0.81,0.95
7805,-1465,11279,13520,14014,14178,9814,0.8,0.95
7805,-1461,11317,13355,14021,13994,9814,0.81,0.95
7805,-1487,11147,13561,13917,14222,9816,0.8,0.95
7805,-1483,11204,13060,13995,13691,9817,0.8,0.95
7805,-1466,11242,13477,13949,14122,9818,0.81,0.95
7805,-1483,11294,13488,14030,14144,9818,0.8,0.95
7805,-1453,11360,13504,14073,14161,9820,0.81,0.95
7804,-1483,11142,13536,13948,14192,9824,0.8,0.95
7805,-1474,11289,13277,13995,13900,9827,0.81,0.96
7805,-1496,11218,13553,14028,14214,9829,0.8,0.95
7805,-1509,11167,13531,13951,14184,9828,0.8,0.95
7805,-1460,11314,13347,14016,13974,9825,0.81,0.96
7804,-1464,11046,13337,13691,13978,9821,0.81,0.95
7804,-1456,11279,13457,13994,14103,9818,0.81,0.95
7805,-1462,11278,13418,13976,14060,9817,0.81,0.95
7804,-1485,11333,13339,14053,13977,9813,0.81,0.95
7805,-1464,11334,13254,14039,13878,9807,0.81,0.96
7805,-1502,11178,13598,13990,14257,9801,0.8,0.95
7805,-1460,11072,13503,13767,14155,9799,0.8,0.95
7805,-1465,11278,13484,14020,14142,9799,0.8,0.95
7804,-1480,11270,13509,14017,14170,9807,0.8,0.95
7805,-1481,11236,13454,14007,14099,9815,0.8,0.95
7804,-1469,11065,13477,13725,14139,9823,0.81,0.95
7805,-1440,11306,13451,14031,14100,9823,0.81,0.95
7805,-1458,11136,13405,13787,14041,9821,0.81,0.95
7804,-1468,11208,13547,13990,14202,9815,0.8,0.95
7805,-1473,11294,13374,14016,14010,9809,0.81,0.95
7805,-1464,11238,13549,14023,14205,9805,0.8,0.95
7804,-1488,11216,13582,14027,14245,9805,0.8,0.95
7804,-1497,11167,13499,13943,14158,9809,0.8,0.95
7804,-1467,11212,13507,13965,14165,9813,0.8,0.95
7805,-1478,11226,13513,13965,14168,9817,0.8,0.95
7805,-1473,11085,13294,13730,13926,9817,0.81,0.95
7804,-1441,11277,13372,13973,14022,9817,0.81,0.95
7804,-1468,11230,13568,13989,14225,9815,0.8,0.95
7804,-1458,11240,13524,14019,14180,9813,0.8,0.95
7804,-1473,11197,13509,13969,14169,9812,0.8,0.95
7804,-1483,11283,13447,13980,14105,9812,0.81,0.95
7805,-1475,11221,13492,13988,14132,9813,0.8,0.95
7805,-1481,11259,13378,13961,14015,9814,0.81,0.95
7804,-1480,11299,13475,14028,14128,9815,0.81,0.95
7804,-1459,11305,13435,14021,14076,9816,0.81,0.95
7804,-1461,10972,13484,13645,14142,9816,0.8,0.95
7805,-1452,11310,13309,14018,13949,9816,0.81,0.95
7804,-1460,11148,13546,13854,14203,9816,0.8,0.95
7804,-1474,11233,13564,14011,14214,9816,0.8,0.95
7804,-1472,11250,13503,14007,14161,9816,0.8,0.95
7804,-1484,11261,13512,14007,14162,9814,0.8,0.95
7804,-1473,11253,13500,14012,14157,9811,0.8,0.95
7804,-1460,11226,13565,13977,14229,9808,0.8,0.95
7804,-1455,11112,13466,13770,14114,9807,0.81,0.95
7804,-1459,11247,13499,13971,14158,9807,0.81,0.95
7804,-1473,11214,13456,13906,14104,9805,0.81,0.95
7804,-1479,11275,13229,13972,13852,9803,0.81,0.96
7804,-1455,11108,13247,13770,13882,9801,0.81,0.95
7804,-1483,11221,13460,13975,14106,9801,0.8,0.95
7804,-1467,11230,13484,13942,14134,9804,0.81,0.95
7804,-1469,11280,13278,13982,13906,9809,0.81,0.95
7804,-1479,11310,13241,14021,13866,9813,0.81,0.95
7804,-1464,11285,13497,14005,14163,9816,0.81,0.95
7804,-1465,11301,13278,14013,13910,9816,0.81,0.95
7804,-1497,11150,13474,13918,14136,9811,0.8,0.95
7804,-1469,11212,13449,13892,14089,9807,0.81,0.95
7804,-1466,11287,13457,13988,14105,9803,0.81,0.95
7804,-1455,11174,13473,13864,14134,9803,0.81,0.95
7804,-1511,11145,13232,13957,13858,9805,0.8,0.95
7804,-1463,11199,13573,13978,14231,9810,0.8,0.95
7804,-1481,11331,13467,14065,14117,9814,0.81,0.95
7804,-1459,11331,13413,14043,14054,9817,0.81,0.95
7804,-1474,11214,13511,13999,14176,9817,0.8,0.95
7804,-1480,11304,13299,14017,13926,9815,0.81,0.95
7804,-1491,11279,13566,14025,14228,9812,0.8,0.95
7804,-1461,11192,13494,13905,14148,9810,0.8,0.95
7804,-1473,11343,12654,14067,13248,9809,0.81,0.96
7804,-1463,11085,13523,13811,14178,9809,0.8,0.95
7804,-1481,11265,13385,13971,14018,9810,0.81,0.95
7804,-1460,11289,13408,13988,14053,9810,0.81,0.95
7804,-1490,11181,13534,14002,14195,9810,0.8,0.95
7804,-1461,11344,13360,14065,14004,9811,0.81,0.95
7804,-1481,11303,13455,14037,14100,9810,0.81,0.95
7804,-1469,11261,13480,13996,14133,9809,0.8,0.95
7804,-1457,11309,13501,14016,14161,9808,0.81,0.95
7804,-1482,10869,13261,13611,13892,9808,0.8,0.95
7804,-1480,11134,13188,13949,13834,9807,0.8,0.95
7803,-1461,11317,13334,14028,13971,9806,0.81,0.95
7804,-1486,11326,13361,14038,13997,9805,0.81,0.95
7804,-1460,11326,13489,14069,14147,9804,0.81,0.95
7804,-1475,11311,13481,14052,14134,9804,0.8,0.95
7804,-1462,11258,13493,13970,14142,9802,0.81,0.95
7803,-1481,11338,13338,14046,13970,9800,0.81,0.95
7804,-1466,11307,13286,14023,13915,9797,0.81,0.95
7804,-1478,11174,13564,13950,14219,9796,0.8,0.95
7803,-1460,11043,13516,13693,14169,9796,0.81,0.95
7804,-1460,11330,13415,14038,14070,9800,0.81,0.95
7804,-1464,11067,13514,13800,14170,9804,0.8,0.95
7804,-1465,11287,13523,14031,14182,9808,0.8,0.95
7803,-1464,11247,13540,13983,14200,9808,0.8,0.95
7804,-1495,11267,13467,14021,14123,9811,0.8,0.95
7804,-1447,11199,13512,13921,14166,9816,0.8,0.95
7804,-1472,11273,13441,13988,14090,9821,0.81,0.95
7803,-1471,11273,13457,14034,14104,9823,0.8,0.95
7804,-1438,11262,13506,13985,14165,9823,0.81,0.95
7803,-1484,11073,13514,13813,14177,9818,0.8,0.95
7804,-1474,11315,12579,14026,13169,9813,0.81,0.96
7803,-1453,11265,13428,13956,14085,9807,0.81,0.95
7804,-1483,11329,13359,14052,13994,9807,0.81,0.95
7803,-1466,11203,13605,14007,14270,9807,0.8,0.95
7804,-1489,11291,13271,13995,13899,9809,0.81,0.95
7803,-1462,11275,13516,13977,14178,9811,0.81,0.95
7804,-1483,11305,13421,13993,14070,9812,0.81,0.95
7803,-1486,11348,13266,14066,13893,9812,0.81,0.95
7803,-1481,11191,13536,13963,14189,9809,0.8,0.95
7804,-1469,10956,13512,13646,14170,9806,0.8,0.95
7803,-1480,11142,13277,13950,13898,9803,0.8,0.96
7804,-1456,11079,13534,13761,14195,9803,0.81,0.95
7803,-1480,11177,13520,13953,14169,9802,0.8,0.95
7804,-1466,11270,13449,13987,14092,9801,0.81,0.95
7803,-1467,11256,13431,13946,14079,9799,0.81,0.95
7803,-1469,11234,13521,13964,14174,9798,0.8,0.95
7804,-1475,11313,13491,14049,14153,9798,0.81,0.95
7804,-1471,11261,13467,13985,14113,9802,0.81,0.95
7803,-1486,11261,13528,14012,14186,9807,0.8,0.95
7803,-1472,11197,13511,13902,14167,9812,0.81,0.95
7804,-1462,11315,13247,14027,13868,9813,0.81,0.96
7803,-1452,11100,13423,13748,14070,9813,0.81,0.95
7804,-1481,11306,13442,14041,14092,9814,0.81,0.95
7803,-1478,11289,13535,14033,14195,9816,0.8,0.95
7804,-1498,11227,13503,14026,14165,9817,0.8,0.95
7803,-1467,11215,13553,13952,14209,9817,0.8,0.95
7803,-1483,11260,13425,13985,14067,9814,0.81,0.95
7803,-1468,11270,13537,14014,14189,9809,0.8,0.95
7804,-1477,11306,13494,14065,14152,9805,0.8,0.95
7803,-1464,11101,13487,13864,14141,9803,0.8,0.95
7803,-1464,11329,13351,14041,14003,9803,0.81,0.95
7803,-1455,11159,13477,13826,14138,9808,0.81,0.95
7803,-1446,11287,13441,14011,14098,9813,0.81,0.95
7803,-1456,11174,13573,13935,14237,9818,0.8,0.95
7804,-1483,11250,13527,14015,14178,9818,0.8,0.95
7803,-1471,11183,13491,13937,14139,9818,0.8,0.95
7804,-1469,11252,13515,13996,14177,9817,0.8,0.95
7803,-1461,11232,13529,13999,14191,9816,0.8,0.95
7803,-1468,11285,13488,14023,14141,9815,0.8,0.95
7803,-1454,11097,13524,13769,14188,9815,0.81,0.95
7803,-1452,11278,13412,14002,14062,9815,0.81,0.95
7803,-1473,11225,13522,13958,14168,9816,0.8,0.95
7803,-1462,11287,13442,13999,14101,9817,0.81,0.95
7803,-1458,11231,13568,13974,14226,9817,0.8,0.95
7803,-1477,11301,13511,14050,14166,9819,0.8,0.95
7803,-1461,11209,13523,13991,14178,9823,0.8,0.95
7803,-1477,11166,13580,13963,14241,9828,0.8,0.95
7803,-1491,11215,13510,13977,14161,9831,0.8,0.95
7803,-1464,11235,13505,13955,14162,9831,0.81,0.95
7803,-1505,11239,13469,13962,14128,9827,0.8,0.95
7803,-1451,11264,13398,13953,14054,9820,0.81,0.95
7803,-1459,11253,13520,13961,14179,9814,0.81,0.95
7803,-1466,11280,13526,14028,14177,9813,0.8,0.95
7803,-1465,11339,13425,14041,14067,9814,0.81,0.95
7803,-1474,11243,13530,13986,14185,9817,0.8,0.95
7803,-1455,11284,13336,13984,13965,9820,0.81,0.95
7803,-1489,11248,13504,13996,14165,9823,0.8,0.95
7803,-1464,11265,13568,14002,14225,9822,0.8,0.95
7803,-1498,10848,13155,13515,13780,9823,0.8,0.95
7803,-1459,11168,13478,13879,14132,9825,0.8,0.95
7803,-1457,11278,13344,13981,13991,9827,0.81,0.95
7803,-1454,11286,13493,13977,14153,9828,0.81,0.95
7803,-1490,11167,13572,13947,14232,9826,0.8,0.95
7803,-1463,11245,13480,13986,14139,9819,0.8,0.95
7802,-1474,11298,13469,14022,14124,9813,0.81,0.95
7803,-1460,11329,13387,14032,14021,9808,0.81,0.95
7803,-1463,11296,13443,13992,14101,9808,0.81,0.95
7803,-1446,11367,13509,14094,14165,9814,0.81,0.95
7803,-1477,11275,13225,13969,13853,9825,0.81,0.95
7803,-1472,11219,13497,13971,14151,9835,0.8,0.95
7803,-1487,11134,13120,13955,13754,9839,0.8,0.95
7803,-1458,11190,13435,13881,14086,9839,0.81,0.95
7803,-1489,11221,13508,14019,14170,9832,0.8,0.95
7803,-1471,11318,13364,14022,14005,9825,0.81,0.95
7802,-1472,11339,13294,14052,13926,9818,0.81,0.95
7802,-1465,11324,13246,14027,13872,9817,0.81,0.95
7802,-1483,11256,13578,14037,14242,9816,0.8,0.95
7803,-1491,11313,13312,14028,13947,9815,0.81,0.95
7803,-1484,11260,13271,13963,13900,9813,0.81,0.95
7803,-1467,11020,13418,13669,14065,9812,0.81,0.95
7803,-1455,11329,13314,14044,13948,9812,0.81,0.95
7803,-1450,11282,13488,13987,14143,9810,0.81,0.95
7803,-1456,11265,13481,13980,14133,9809,0.81,0.95
7802,-1472,11199,13566,13995,14228,9808,0.8,0.95
7802,-1468,11304,13356,14016,13999,9808,0.81,0.95
7803,-1458,11306,13249,14012,13876,9806,0.81,0.95
7803,-1455,11251,13507,13991,14163,9802,0.8,0.95
7803,-1465,11287,13472,14013,14122,9798,0.81,0.95
7802,-1484,11314,13302,14018,13934,9795,0.81,0.95
7803,-1495,10912,13537,13644,14194,9795,0.8,0.95
7802,-1492,11163,13244,13977,13870,9801,0.8,0.95
7803,-1456,11258,13334,13950,13970,9809,0.81,0.95
7802,-1461,11324,13431,14062,14080,9816,0.81,0.95
7802,-1462,11145,13548,13898,14211,9817,0.8,0.95
7802,-1489,11164,13484,13890,14150,9817,0.8,0.95
7803,-1462,11312,13252,14019,13876,9815,0.81,0.96
7803,-1471,11353,13258,14069,13890,9813,0.81,0.95
7803,-1457,11325,13493,14041,14150,9812,0.81,0.95
7802,-1479,11287,13503,14034,14155,9812,0.8,0.95
7803,-1471,11129,13359,13781,13994,9812,0.81,0.95
7802,-1458,11173,13077,13984,13719,9812,0.8,0.95
7802,-1467,11215,13457,13955,14108,9813,0.8,0.95
7803,-1456,11262,13456,13973,14103,9813,0.81,0.95
7802,-1467,11203,13507,13988,14168,9813,0.8,0.95
7802,-1490,11192,13570,13979,14236,9813,0.8,0.95
7802,-1456,11298,13330,14003,13964,9813,0.81,0.95
7803,-1474,11244,13523,14030,14186,9813,0.8,0.95
7802,-1465,11251,13530,14006,14186,9813,0.8,0.95
7802,-1466,11243,13494,13992,14145,9816,0.8,0.95
7803,-1456,11012,13545,13686,14216,9821,0.8,0.95
7802,-1457,11340,13340,14057,13985,9826,0.81,0.95
7802,-1457,11259,13534,13970,14196,9828,0.81,0.95
7802,-1480,11266,13457,14017,14113,9828,0.8,0.95
7802,-1457,11320,13435,14015,14079,9820,0.81,0.95
7803,-1465,11265,13484,13975,14135,9813,0.81,0.95
7803,-1460,11259,13532,14003,14187,9806,0.8,0.95
7802,-1459,11273,13537,14040,14198,9806,0.8,0.95
7802,-1460,11307,13274,14021,13900,9805,0.81,0.95
7803,-1468,11310,13296,14013,13927,9801,0.81,0.95
7803,-1439,11149,13589,13855,14248,9797,0.8,0.95
7802,-1465,11305,13207,14005,13839,9795,0.81,0.95
7802,-1462,11056,13614,13820,14285,9795,0.8,0.95
7802,-1465,11347,13355,14059,13994,9799,0.81,0.95
7803,-1457,11224,13516,13958,14175,9804,0.8,0.95
7802,-1480,11165,13529,13960,14182,9809,0.8,0.95
7802,-1470,11290,13290,13985,13920,9810,0.81,0.95
7802,-1457,11261,13528,14011,14193,9813,0.8,0.95
7802,-1471,11285,13293,13994,13928,9818,0.81,0.95
7803,-1459,11209,13509,13957,14168,9824,0.8,0.95
7802,-1464,11142,13504,13867,14156,9828,0.8,0.95
7803,-1477,11135,13124,13941,13752,9827,0.8,0.95
7802,-1495,11060,13181,13857,13812,9820,0.8,0.95
7802,-1467,11205,13577,14006,14233,9812,0.8,0.95
7802,-1473,11300,13462,14014,14114,9803,0.81,0.95
7803,-1464,11300,13511,14023,14169,9801,0.81,0.95
7802,-1470,11173,13537,13964,14196,9801,0.8,0.95
7803,-1481,11294,13450,14007,14117,9798,0.81,0.95
7802,-1465,11286,13356,13982,13996,9795,0.81,0.95
7802,-1477,11188,13520,13953,14175,9792,0.8,0.95
7802,-1481,11155,13351,13819,13992,9793,0.81,0.95
7802,-1453,11140,13200,13952,13850,9797,0.8,0.95
7802,-1477,11087,13440,13747,14096,9805,0.81,0.95
7802,-1477,11321,13468,14059,14125,9813,0.81,0.95
7802,-1460,11330,13391,14035,14033,9816,0.81,0.95
7802,-1466,11296,13507,14016,14169,9815,0.81,0.95
7802,-1461,11231,13483,13960,14141,9812,0.8,0.95
7802,-1492,11145,13537,13951,14198,9808,0.8,0.95
7802,-1456,11252,13531,13972,14192,9804,0.81,0.95
7802,-1475,11296,13242,14001,13876,9804,0.81,0.95
7802,-1463,10912,13517,13593,14168,9804,0.8,0.95
7802,-1449,11312,13238,14017,13864,9804,0.81,0.95
7802,-1462,11236,13517,13983,14185,9804,0.8,0.95
7802,-1465,11188,13569,13987,14231,9804,0.8,0.95
7802,-1473,11263,13411,13975,14055,9804,0.81,0.95
7802,-1471,11263,13504,14033,14168,9808,0.8,0.95
7802,-1451,11300,13426,14029,14075,9812,0.81,0.95
7802,-1470,11291,13335,13997,13967,9815,0.81,0.95
7802,-1468,11235,13539,13989,14197,9816,0.8,0.95
7802,-1470,11341,13343,14049,13980,9813,0.81,0.95
7802,-1483,11113,13493,13834,14147,9805,0.8,0.95
7802,-1465,11326,13225,14037,13854,9797,0.81,0.95
7802,-1471,11046,13528,13775,14189,9792,0.8,0.95
7802,-1460,11294,13571,14047,14235,9792,0.8,0.95
7802,-1457,11293,13364,13991,14002,9798,0.81,0.95
7802,-1462,11215,13527,13970,14186,9806,0.8,0.95
7802,-1443,11323,13458,14058,14115,9813,0.81,0.95
7802,-1460,11246,13515,13987,14176,9815,0.8,0.95
7802,-1454,11318,13525,14022,14186,9814,0.81,0.95
7802,-1470,11202,13527,13976,14186,9814,0.8,0.95
7801,-1476,11008,13479,13663,14139,9814,0.81,0.95
7802,-1463,11147,13178,13965,13814,9814,0.8,0.95
7802,-1453,11057,13349,13696,14000,9814,0.81,0.95
7802,-1446,11257,13505,14025,14169,9813,0.8,0.95
7801,-1461,11326,13346,14031,13983,9812,0.81,0.95
7802,-1473,11179,13559,13976,14228,9811,0.8,0.95
7801,-1472,11240,13500,13990,14157,9810,0.8,0.95
7802,-1471,11268,13526,13994,14193,9812,0.81,0.95
7802,-1487,11139,13532,13938,14194,9820,0.8,0.95
7801,-1459,11266,13354,13947,13990,9827,0.81,0.95
7802,-1471,10825,13561,13482,14226,9834,0.8,0.95
7802,-1459,11221,13106,14014,13748,9834,0.8,0.95
7802,-1470,11246,13529,13965,14194,9830,0.81,0.95
7802,-1458,11293,13523,14022,14182,9824,0.81,0.95
7802,-1466,11217,13492,13968,14159,9817,0.8,0.95
7802,-1485,11336,13416,14049,14068,9815,0.81,0.95
7802,-1461,11179,13517,13935,14174,9815,0.8,0.95
7802,-1465,11178,13541,13949,14203,9816,0.8,0.95
7802,-1461,11207,13557,13998,14223,9818,0.8,0.95
7802,-1471,11268,13410,13964,14069,9819,0.81,0.95
7802,-1475,11210,13456,13927,14110,9819,0.8,0.95
7802,-1464,11265,13444,14003,14096,9815,0.8,0.95
7802,-1451,11257,13465,13942,14123,9808,0.81,0.95
7802,-1459,11307,13457,14020,14116,9800,0.81,0.95
7801,-1459,11249,13522,13992,14186,9797,0.8,0.95
7802,-1461,11291,13440,13998,14098,9798,0.81,0.95
7802,-1457,11226,13498,13995,14161,9804,0.8,0.95
7802,-1457,11316,13504,14036,14172,9811,0.81,0.95
7801,-1469,11221,13551,14014,14212,9818,0.8,0.95
7801,-1471,11232,13435,13956,14083,9818,0.8,0.95
7802,-1473,11184,13523,13883,14187,9816,0.81,0.95
7801,-1476,11171,13074,13991,13707,9812,0.8,0.95
7802,-1456,11256,13447,13964,14106,9807,0.81,0.95
7801,-1494,11150,12950,13987,13566,9804,0.8,0.95
7802,-1448,11245,13516,14001,14182,9804,0.8,0.95
7801,-1476,11268,13538,14046,14202,9806,0.8,0.95
7802,-1458,11231,13511,14007,14172,9809,0.8,0.95
7802,-1471,11197,13520,13980,14185,9811,0.8,0.95
7802,-1476,11320,13430,14035,14091,9811,0.81,0.95
7802,-1472,11254,13493,14001,14152,9811,0.8,0.95
7801,-1472,11190,13311,13865,13949,9811,0.81,0.95
7801,-1469,11257,13515,14001,14177,9811,0.8,0.95
7802,-1468,11220,13479,13915,14146,9810,0.81,0.95
7802,-1491,11228,13417,14004,14064,9810,0.8,0.95
7802,-1465,11205,13570,13995,14236,9808,0.8,0.95
7802,-1476,11319,13520,14027,14179,9804,0.81,0.95
7802,-1472,11309,13287,14016,13915,9801,0.81,0.95
7801,-1460,11289,13465,14015,14120,9800,0.81,0.95
7801,-1468,11308,13313,14011,13944,9800,0.81,0.95
7802,-1463,11236,13449,13978,14099,9803,0.8,0.95
7802,-1461,11012,13546,13703,14210,9805,0.8,0.95
7801,-1456,11164,13094,13968,13737,9807,0.8,0.95
7801,-1467,11174,13327,13844,13965,9807,0.81,0.95
7802,-1444,11214,13471,13920,14126,9807,0.81,0.95
7801,-1464,11283,13538,14008,14198,9806,0.81,0.95
7802,-1464,11274,13369,13976,14016,9806,0.81,0.95
7801,-1445,11290,13407,14004,14066,9806,0.81,0.95
7802,-1475,11266,13506,14021,14168,9806,0.8,0.95
7801,-1469,11198,13560,13980,14221,9809,0.8,0.95
7801,-1473,11195,13569,14005,14230,9813,0.8,0.95
7801,-1474,11066,13298,13712,13935,9816,0.81,0.95
7802,-1456,11311,13316,14020,13954,9816,0.81,0.95
7802,-1462,11080,13397,13759,14042,9814,0.81,0.95
7802,-1466,11347,13424,14058,14074,9810,0.81,0.95
7801,-1459,11192,13503,13942,14163,9807,0.8,0.95
7801,-1473,11310,13502,14021,14160,9805,0.81,0.95
7802,-1467,11066,13487,13821,14141,9805,0.8,0.95
7802,-1495,11169,13175,13991,13808,9811,0.8,0.95
7801,-1461,11267,13548,14014,14210,9817,0.8,0.95
7801,-1471,11307,13479,14040,14135,9822,0.81,0.95
7801,-1463,11007,13311,13642,13953,9822,0.81,0.95
7802,-1480,11194,13081,14018,13697,9822,0.8,0.96
7802,-1458,11162,13480,13902,14145,9822,0.8,0.95
7802,-1469,11290,13439,14017,14091,9822,0.81,0.95
7802,-1456,11269,13516,14002,14177,9822,0.8,0.95
7801,-1473,11302,13511,14043,14166,9822,0.8,0.95
7801,-1477,11095,13043,13894,13683,9820,0.8,0.95
7801,-1467,11307,13502,14038,14164,9817,0.81,0.95
7802,-1463,11266,13510,14013,14170,9814,0.8,0.95
7802,-1474,11305,13495,14033,14157,9813,0.81,0.95
7802,-1458,11222,13274,13911,13907,9813,0.81,0.95
7801,-1487,11207,13194,14032,13819,9812,0.8,0.95
7801,-1464,11234,13398,13920,14040,9811,0.81,0.95
7801,-1505,11191,13195,14020,13824,9810,0.8,0.95
7801,-1461,11308,13359,14023,13995,9810,0.81,0.95
7801,-1481,11232,13582,14008,14244,9813,0.8,0.95
7802,-1459,11292,13484,14020,14129,9816,0.81,0.95
7802,-1485,11156,13240,13969,13873,9819,0.8,0.95
7801,-1484,11338,13226,14057,13857,9820,0.81,0.95
7802,-1472,11217,13446,13951,14097,9820,0.8,0.95
7801,-1471,11135,13568,13860,14233,9821,0.8,0.95
7802,-1463,11230,13473,13952,14128,9821,0.8,0.95
7801,-1458,11097,13518,13767,14180,9822,0.81,0.95
7802,-1453,11231,13499,13990,14152,9822,0.8,0.95
7801,-1466,11236,13572,14028,14237,9818,0.8,0.95
7801,-1506,11159,13240,13972,13869,9810,0.8,0.95
7801,-1467,11320,13310,14026,13933,9803,0.81,0.96
7802,-1466,11249,13445,13966,14095,9800,0.81,0.95
7801,-1458,11288,13528,14041,14187,9800,0.8,0.95
7802,-1465,11173,13570,13921,14228,9808,0.8,0.95
7802,-1473,11210,13546,13924,14211,9816,0.81,0.95
7801,-1468,11147,13033,13942,13674,9823,0.8,0.95
7801,-1487,11209,13547,13962,14210,9823,0.8,0.95
7801,-1470,11286,13462,13999,14118,9822,0.81,0.95
7802,-1462,11227,13485,13985,14147,9819,0.8,0.95
7802,-1462,11306,13472,14045,14135,9816,0.8,0.95
7802,-1439,11298,13478,14021,14129,9814,0.81,0.95
