ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FAprime,FAprime/NA,FBprime,FBprime/NA,NACprime
5904,-2541,8225,10907,15494,15233,0,0.53,0.72,8219.32888,0.530484631,10879.091,0.714179151,-0.183694519
5904,-2537,8220,10900,15492,15227,0,0.53,0.72,8214.32622,0.530230198,10871.902,0.713988442,-0.183758244
5905,-2541,8222,10904,15494,15234,0,0.53,0.72,8216.32888,0.530291008,10876.1225,0.71393741,-0.183646402
5905,-2536,8223,10903,15496,15230,0,0.53,0.72,8217.33154,0.53028727,10874.9965,0.714050985,-0.183763715
5905,-2542,8219,10906,15498,15230,0,0.53,0.72,8213.3342,0.529960911,10877.9965,0.714247965,-0.184287053
5905,-2544,8218,10908,15492,15230,-148,0.53,0.72,8212.32622,0.530101099,10879.9965,0.714379284,-0.184278186
5904,-2544,8223,10902,15496,15231,-295,0.53,0.72,8217.33154,0.53028727,10874.028,0.713940516,-0.183653246
5904,-2545,8217,10899,15491,15226,-442,0.53,0.72,8211.32489,0.530070679,10870.8705,0.713967588,-0.183896909
5904,-2545,8218,10906,15498,15236,-589,0.53,0.72,8212.3342,0.529896387,10878.1855,0.713979096,-0.184082709
5904,-2548,8228,10903,15511,15229,-589,0.53,0.72,8222.35149,0.530098091,10874.965,0.714095804,-0.183997713
5904,-2545,8213,10905,15490,15230,-589,0.53,0.72,8207.32356,0.529846582,10876.9965,0.714182305,-0.184335722
5905,-2550,8219,10909,15500,15232,-589,0.53,0.72,8213.33686,0.529892701,10881.0595,0.714355272,-0.184462571
5905,-2541,8215,10894,15488,15224,-589,0.53,0.72,8209.3209,0.530043963,10865.8075,0.713728816,-0.183684853
5904,-2541,8218,10907,15495,15235,-589,0.53,0.72,8212.33021,0.529998723,10879.154,0.714089531,-0.184090808
5904,-2540,8221,10903,15497,15240,-589,0.53,0.72,8215.33287,0.53012408,10875.3115,0.713603117,-0.183479037
5904,-2535,8226,10896,15498,15228,-192,0.53,0.72,8220.3342,0.530412582,10867.9335,0.71368095,-0.183268367
5904,-2536,8224,10900,15506,15237,204,0.53,0.72,8218.34484,0.530010631,10872.217,0.713540526,-0.183529896
5904,-2530,8225,10895,15491,15227,602,0.53,0.72,8219.32489,0.530587108,10866.902,0.713660077,-0.183072969
5905,-2528,8225,10896,15495,15235,999,0.53,0.72,8219.33021,0.530450481,10868.154,0.713367509,-0.182917028
5905,-2525,8231,10894,15501,15234,999,0.53,0.72,8225.33819,0.530632746,10866.1225,0.713280983,-0.182648238
5905,-2524,8235,10884,15500,15228,999,0.53,0.71,8229.33686,0.530924959,10855.9335,0.712892928,-0.181967969
5905,-2520,8230,10890,15493,15227,999,0.53,0.72,8224.32755,0.530841512,10861.902,0.713331713,-0.182490201
5904,-2522,8221,10892,15488,15227,999,0.53,0.72,8215.3209,0.53043136,10863.902,0.713463059,-0.183031699
5904,-2524,8227,10889,15492,15232,999,0.53,0.71,8221.32622,0.530682044,10861.0595,0.713042247,-0.182360203
5904,-2521,8230,10884,15491,15228,999,0.53,0.71,8224.32489,0.530909876,10855.9335,0.712892928,-0.181983051
5904,-2529,8222,10891,15492,15234,471,0.53,0.71,8216.32622,0.530359296,10863.1225,0.713084055,-0.182724759
5904,-2528,8225,10896,15497,15230,-56,0.53,0.72,8219.33287,0.530382195,10867.9965,0.713591366,-0.183209171
5904,-2529,8224,10894,15493,15232,-584,0.53,0.72,8218.32755,0.530454241,10866.0595,0.713370503,-0.182916262
5905,-2525,8225,10889,15491,15230,-1112,0.53,0.71,8219.32489,0.530587108,10860.9965,0.713131747,-0.182544639
5905,-2532,8219,10896,15492,15231,-1112,0.53,0.72,8213.32622,0.530165648,10868.028,0.713546583,-0.183380935
5904,-2533,8218,10899,15495,15236,-1112,0.53,0.72,8212.33021,0.529998723,10871.1855,0.713519657,-0.183520935
5904,-2536,8220,10906,15492,15236,-1112,0.53,0.72,8214.32622,0.530230198,10878.1855,0.713979096,-0.183748898
5904,-2535,8226,10893,15499,15229,-1112,0.53,0.72,8220.33553,0.530378446,10864.965,0.713439162,-0.183060716
5904,-2528,8219,10895,15491,15227,-1112,0.53,0.72,8213.32489,0.530199786,10866.902,0.713660077,-0.183460291
5905,-2531,8219,10900,15491,15235,-1112,0.53,0.72,8213.32489,0.530199786,10872.154,0.713630062,-0.183430276
5905,-2529,8227,10894,15499,15235,-606,0.53,0.72,8221.33553,0.530442966,10866.154,0.713236232,-0.182793266
5905,-2533,8211,10898,15489,15235,-101,0.53,0.72,8205.32223,0.52975158,10870.154,0.713498786,-0.183747205
5905,-2535,8222,10891,15501,15224,403,0.53,0.72,8216.33819,0.530052138,10862.8075,0.713531759,-0.183479621
5905,-2534,8216,10887,15490,15223,908,0.53,0.72,8210.32356,0.530040256,10858.776,0.713313801,-0.183273546
5904,-2534,8221,10900,15498,15238,908,0.53,0.72,8215.3342,0.53008996,10872.2485,0.713495767,-0.183405807
5904,-2532,8223,10893,15500,15229,908,0.53,0.72,8217.33686,0.530150765,10864.965,0.713439162,-0.183288397
5904,-2531,8224,10893,15501,15233,908,0.53,0.72,8218.33819,0.530181162,10865.091,0.713260093,-0.183078931
5904,-2531,8219,10888,15493,15230,908,0.53,0.71,8213.32755,0.530131514,10859.9965,0.713066087,-0.182934572
5904,-2531,8222,10893,15497,15233,908,0.53,0.72,8216.33287,0.530188609,10865.091,0.713260093,-0.183071484
5904,-2528,8217,10895,15496,15240,908,0.53,0.71,8211.33154,0.529900074,10867.3115,0.713078182,-0.183178109
5904,-2527,8233,10885,15518,15218,680,0.53,0.72,8227.3608,0.530181776,10856.6185,0.713406394,-0.183224618
5904,-2531,8220,10895,15502,15232,453,0.53,0.72,8214.33952,0.529889016,10867.0595,0.713436154,-0.183547139
5902,-2525,8244,10878,15490,15226,226,0.53,0.71,8238.32356,0.531847873,10849.8705,0.712588369,-0.180740495
5894,-2375,8425,10758,15498,15196,0,0.54,0.71,8419.3342,0.543252949,10728.9255,0.706036161,-0.162783212
5879,-2044,8621,10553,15486,15157,0,0.56,0.7,8615.31824,0.556329474,10522.697,0.694246685,-0.13791721
5853,-2021,8441,10592,15491,15100,0,0.54,0.7,8435.32489,0.544530688,10559.9015,0.699331225,-0.154800537
5818,-2328,8339,10688,15479,15050,0,0.54,0.71,8333.30893,0.538362228,10654.3265,0.707928671,-0.169566443
5777,-2191,8531,10513,15474,14990,0,0.55,0.7,8525.30228,0.550943666,10477.4365,0.698961741,-0.148018076
5731,-2024,8516,10417,15460,14929,0,0.55,0.7,8510.28366,0.550471129,10379.515,0.695258557,-0.144787428
5683,-2025,8527,10356,15453,14882,0,0.55,0.7,8521.27435,0.551431719,10317.0345,0.693255913,-0.141824194
5635,-1920,8569,10224,15441,14811,-182,0.55,0.69,8563.25839,0.554579262,10182.798,0.6875159,-0.132936638
5589,-1869,8530,10146,15416,14757,-410,0.55,0.69,8524.22514,0.552946623,10103.097,0.684630819,-0.131684196
5546,-1850,8545,10089,15394,14707,-637,0.56,0.69,8539.19588,0.554709359,10044.522,0.68297559,-0.12826623
5507,-1774,8588,10018,15375,14656,-864,0.56,0.68,8582.17061,0.558189958,9971.9155,0.680398165,-0.122208206
5471,-1716,8579,9951,15348,14612,-910,0.56,0.68,8573.1347,0.558583183,9903.5295,0.67776687,-0.119183686
5439,-1712,8543,9913,15332,14569,-910,0.56,0.68,8537.11342,0.556816685,9864.175,0.677066031,-0.120249345
5410,-1735,8515,9894,15312,14544,-910,0.56,0.68,8509.08682,0.555713612,9844.3875,0.676869328,-0.121155716
5383,-1738,8517,9860,15301,14492,-910,0.56,0.68,8511.07219,0.556242872,9808.7495,0.676838911,-0.120596039
5359,-1719,8512,9836,15263,14460,-910,0.56,0.68,8506.02165,0.557296839,9783.7415,0.676607296,-0.119310457
5336,-1697,8518,9794,15252,14421,-910,0.56,0.68,8512.00702,0.558091202,9740.513,0.675439498,-0.117348295
5315,-1690,8498,9760,15227,14390,-801,0.56,0.68,8491.97377,0.557691848,9705.5365,0.674463968,-0.11677212
5295,-1690,8472,9732,15206,14358,-693,0.56,0.68,8465.94584,0.556750351,9676.5285,0.673946824,-0.117196473
5276,-1695,8453,9713,15188,14334,-585,0.56,0.68,8446.9219,0.556157618,9656.7725,0.673696979,-0.117539361
5258,-1681,8458,9678,15170,14300,-477,0.56,0.68,8451.89796,0.557145548,9620.7015,0.672776329,-0.115630781
5241,-1654,8470,9653,15148,14280,-477,0.56,0.68,8463.8687,0.558744963,9595.0715,0.671923775,-0.113178811
5224,-1611,8494,9612,15123,14243,-477,0.56,0.67,8487.83545,0.561253419,9552.906,0.670708839,-0.109455421
5209,-1559,8514,9569,15101,14221,-477,0.56,0.67,8507.80619,0.563393563,9509.213,0.668674003,-0.105280441
5193,-1517,8529,9528,15089,14191,-477,0.57,0.67,8522.79023,0.564834663,9467.268,0.667131844,-0.102297181
5179,-1477,8537,9505,15066,14172,-477,0.57,0.67,8530.75964,0.566225915,9443.6695,0.666361099,-0.100135184
5165,-1462,8528,9479,15041,14141,-477,0.57,0.67,8521.72639,0.566566478,9416.693,0.665914221,-0.099347743
5153,-1459,8520,9450,15031,14110,-477,0.57,0.67,8513.71309,0.566410291,9386.7165,0.665252764,-0.098842473
5141,-1465,8494,9447,15012,14109,-468,0.57,0.67,8487.68782,0.56539354,9383.685,0.665085052,-0.099691512
5129,-1471,8474,9429,14992,14082,-458,0.57,0.67,8467.66122,0.564811981,9364.8345,0.665021623,-0.100209642
5119,-1484,8454,9416,14984,14060,-448,0.56,0.67,8447.65058,0.563778069,9351.1415,0.6650883,-0.101310232
5109,-1493,8443,9403,14973,14037,-437,0.56,0.67,8436.63595,0.563456619,9337.417,0.665200328,-0.101743709
5099,-1498,8430,9392,14958,14025,-435,0.56,0.67,8423.616,0.563151223,9326.039,0.664958217,-0.101806994
5090,-1497,8429,9388,14936,14008,-435,0.56,0.67,8422.58674,0.563911806,9321.5035,0.665441426,-0.10152962
5082,-1498,8423,9374,14932,13989,-435,0.56,0.67,8416.58142,0.56366069,9306.905,0.665301666,-0.101640976
5074,-1491,8423,9367,14924,13982,-435,0.56,0.67,8416.57078,0.563962127,9299.6845,0.665118331,-0.101156204
5067,-1476,8424,9347,14909,13967,-435,0.57,0.67,8417.55083,0.564595267,9279.212,0.664366865,-0.099771598
5059,-1472,8427,9336,14896,13945,-253,0.57,0.67,8420.53354,0.565288234,9267.519,0.664576479,-0.099288245
5053,-1457,8430,9322,14886,13935,-25,0.57,0.67,8423.52024,0.565868617,9253.204,0.664026121,-0.098157504
5046,-1450,8429,9313,14871,13925,202,0.57,0.67,8422.50029,0.566370808,9243.889,0.663834039,-0.097463231
5041,-1436,8435,9307,14865,13914,429,0.57,0.67,8428.49231,0.56700251,9237.5425,0.663902724,-0.096900214
5035,-1427,8437,9296,14852,13905,475,0.57,0.67,8430.47502,0.567632307,9226.259,0.663520964,-0.095888657
5030,-1422,8435,9289,14848,13900,475,0.57,0.67,8428.4697,0.567650168,9219.1015,0.663244712,-0.095594544
5025,-1410,8436,9273,14838,13887,475,0.57,0.67,8429.4564,0.568099232,9202.692,0.662683949,-0.094584717
5021,-1403,8435,9265,14825,13878,475,0.57,0.67,8428.43911,0.568528776,9194.4085,0.662516825,-0.093988049
5016,-1399,8439,9265,14827,13875,475,0.57,0.67,8432.44177,0.568722046,9194.314,0.662653261,-0.093931216
5012,-1394,8438,9249,14821,13853,475,0.57,0.67,8431.43379,0.568884272,9177.621,0.662500614,-0.093616342
5009,-1387,8442,9237,14815,13853,267,0.57,0.67,8435.42581,0.569384125,9165.621,0.661634375,-0.09225025
5005,-1387,8433,9239,14804,13848,-78,0.57,0.67,8426.41118,0.569198269,9167.4635,0.662006319,-0.092808049
5002,-1386,8431,9230,14808,13840,-425,0.57,0.67,8424.4165,0.568909812,9158.2115,0.661720484,-0.092810672
4998,-1381,8428,9219,14791,13825,-771,0.57,0.67,8421.39389,0.569359333,9146.739,0.661608608,-0.092249275
4995,-1380,8429,9217,14795,13826,-909,0.57,0.67,8422.39921,0.56927335,9144.7705,0.661418378,-0.092145029
4993,-1380,8424,9216,14789,13821,-910,0.57,0.67,8417.39123,0.569165679,9143.613,0.661573909,-0.09240823
4990,-1375,8427,9206,14787,13811,-910,0.57,0.67,8420.38857,0.569445362,9133.298,0.66130606,-0.091860698
4987,-1377,8423,9204,14782,13808,-910,0.57,0.67,8416.38192,0.569366927,9131.2035,0.661298052,-0.091931125
4985,-1369,8421,9206,14768,13816,-910,0.57,0.67,8414.3633,0.569769996,9133.4555,0.661078134,-0.091308138
4982,-1372,8415,9200,14766,13801,-910,0.57,0.67,8408.36064,0.56944065,9126.983,0.661327657,-0.091887007
4980,-1373,8416,9196,14764,13802,-633,0.57,0.67,8409.35798,0.569585341,9123.0145,0.660992211,-0.09140687
4978,-1373,8415,9194,14766,13799,-286,0.57,0.67,8408.36064,0.56944065,9120.92,0.660984129,-0.091543479
4977,-1374,8416,9188,14767,13788,59,0.57,0.67,8409.36197,0.569469897,9114.5735,0.661051168,-0.091581271
4975,-1371,8412,9189,14759,13790,405,0.57,0.67,8405.35133,0.569506832,9115.6365,0.661032379,-0.091525547
4974,-1372,8420,9184,14767,13785,475,0.57,0.67,8413.36197,0.569740771,9110.479,0.660898005,-0.091157234
4973,-1373,8402,9180,14753,13777,475,0.57,0.67,8395.34335,0.569060079,9106.227,0.660973144,-0.091913064
4972,-1369,8405,9178,14753,13780,475,0.57,0.67,8398.34335,0.569263428,9104.3215,0.660690965,-0.091427537
4970,-1373,8398,9179,14746,13774,475,0.57,0.67,8391.33404,0.569058324,9105.1325,0.661037643,-0.09197932
4969,-1368,8406,9170,14750,13765,475,0.57,0.67,8399.33936,0.569446736,9095.849,0.660795423,-0.091348687
4968,-1373,8403,9179,14748,13773,475,0.57,0.67,8396.3367,0.569320362,9105.101,0.661083351,-0.091762989
4967,-1370,8403,9171,14749,13767,198,0.57,0.67,8396.33803,0.569281852,9096.912,0.66077664,-0.091494788
4966,-1371,8405,9169,14752,13772,-148,0.57,0.67,8398.34202,0.569301927,9095.0695,0.660402955,-0.091101029
4965,-1374,8398,9178,14748,13774,-494,0.57,0.67,8391.3367,0.568981333,9104.1325,0.660965043,-0.09198371
4964,-1370,8396,9165,14739,13765,-840,0.57,0.67,8389.32473,0.569192261,9090.849,0.660432183,-0.091239922
4964,-1370,8401,9169,14739,13763,-910,0.57,0.67,8394.32473,0.569531497,9094.786,0.660814212,-0.091282715
