ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FAprime,FAprime/NA,FBprime,FBprime/NA,NACprime
5905,-2651,6343,8456,11626,11432,-1417,0.55,0.74,6332.18444,0.544657186,8308.3595,0.726763427,-0.182106242
5905,-2661,6353,8457,11648,11431,-1386,0.55,0.74,6342.2137,0.5444895,8309.328,0.726911731,-0.182422231
5905,-2666,6338,8460,11628,11433,-1355,0.55,0.74,6327.1871,0.544133738,8312.391,0.72705248,-0.182918742
5905,-2660,6345,8458,11630,11435,-1324,0.55,0.74,6334.18976,0.544642284,8310.454,0.726755925,-0.182113641
5905,-2668,6343,8454,11635,11429,-1305,0.55,0.74,6332.19641,0.544236907,8306.265,0.726770934,-0.182534027
5905,-2664,6345,8456,11634,11435,-1305,0.55,0.74,6334.19508,0.544455482,8308.454,0.726581023,-0.182125541
5905,-2659,6343,8451,11631,11430,-1305,0.55,0.74,6332.19109,0.544423617,8303.2965,0.726447638,-0.182024021
5905,-2662,6340,8454,11633,11433,-1305,0.55,0.74,6329.19375,0.544072359,8306.391,0.726527683,-0.182455324
5906,-2658,6344,8445,11634,11429,-1305,0.55,0.74,6333.19508,0.544369527,8297.265,0.725983463,-0.181613936
5905,-2659,6348,8448,11637,11431,-1305,0.55,0.74,6337.19907,0.544573264,8300.328,0.726124399,-0.181551135
5905,-2657,6345,8451,11633,11429,-1392,0.55,0.74,6334.19375,0.544502171,8303.265,0.726508443,-0.182006273
5905,-2655,6356,8443,11656,11420,-1610,0.55,0.74,6345.22434,0.544374085,8294.9815,0.726355648,-0.181981563
5905,-2652,6347,8452,11629,11430,-1827,0.55,0.74,6336.18843,0.544860988,8304.2965,0.726535127,-0.181674139
5905,-2655,6343,8454,11629,11432,-2045,0.55,0.74,6332.18843,0.54451702,8306.3595,0.72658848,-0.182071459
5906,-2653,6344,8450,11633,11431,-2175,0.55,0.74,6333.19375,0.544416208,8302.328,0.726299361,-0.181883153
5906,-2661,6341,8457,11626,11442,-2175,0.55,0.74,6330.18444,0.544485157,8309.6745,0.726243183,-0.181758026
5906,-2664,6341,8459,11631,11437,-2175,0.55,0.74,6330.19109,0.544251663,8311.517,0.72672178,-0.182470117
5906,-2664,6344,8455,11634,11431,-2175,0.55,0.74,6333.19508,0.544369527,8307.328,0.726736768,-0.182367241
5905,-2663,6340,8449,11629,11430,-2175,0.55,0.74,6329.18843,0.544259045,8301.2965,0.72627266,-0.182013615
5905,-2668,6339,8457,11631,11433,-2175,0.55,0.74,6328.19109,0.544079709,8309.391,0.726790081,-0.182710373
5905,-2662,6339,8449,11628,11433,-1957,0.55,0.74,6328.1871,0.544219737,8301.391,0.726090352,-0.181870616
5905,-2659,6340,8460,11633,11436,-1414,0.55,0.74,6329.19375,0.544072359,8312.4855,0.726870016,-0.182797657
5905,-2662,6334,8451,11626,11432,-870,0.54,0.74,6323.18444,0.543883059,8303.3595,0.726326058,-0.182443
5905,-2665,6335,8456,11628,11433,-327,0.54,0.74,6324.1871,0.54387574,8308.391,0.726702615,-0.182826876
5905,-2661,6335,8455,11625,11436,0,0.54,0.74,6324.18311,0.544015751,8307.4855,0.7264328,-0.182417049
5905,-2664,6339,8453,11628,11432,0,0.55,0.74,6328.1871,0.544219737,8305.3595,0.726501006,-0.182281269
5905,-2661,6336,8453,11621,11432,0,0.55,0.74,6325.17779,0.544288597,8305.3595,0.726501006,-0.182212409
5905,-2660,6340,8454,11632,11436,0,0.55,0.74,6329.19242,0.544119018,8306.4855,0.726345357,-0.182226339
5905,-2664,6341,8454,11627,11435,0,0.55,0.74,6330.18577,0.544438442,8306.454,0.726406122,-0.181967679
5905,-2656,6339,8455,11625,11437,0,0.55,0.74,6328.18311,0.544359837,8307.517,0.726372038,-0.182012201
5905,-2660,6336,8458,11624,11435,-84,0.55,0.74,6325.18178,0.544148467,8310.454,0.726755925,-0.182607458
5905,-2661,6343,8451,11634,11434,-292,0.55,0.74,6332.19508,0.544283572,8303.4225,0.726204522,-0.181920949
5905,-2661,6348,8454,11634,11430,-500,0.55,0.74,6337.19508,0.544713347,8306.2965,0.726710105,-0.181996758
5905,-2659,6339,8454,11629,11438,-709,0.55,0.74,6328.18843,0.544173053,8306.5485,0.726223859,-0.182050806
5905,-2657,6343,8455,11630,11439,-834,0.55,0.74,6332.18976,0.544470315,8307.58,0.726250546,-0.181780232
5905,-2657,6342,8444,11632,11426,-834,0.55,0.74,6331.19242,0.544290958,8296.1705,0.726078286,-0.181787329
5905,-2660,6344,8457,11629,11441,-834,0.55,0.74,6333.18843,0.544603012,8309.643,0.726303907,-0.181700895
5905,-2661,6343,8449,11631,11434,-834,0.55,0.74,6332.19109,0.544423617,8301.4225,0.726029605,-0.181605988
5905,-2654,6341,8457,11628,11441,-834,0.55,0.74,6330.1871,0.544391735,8309.643,0.726303907,-0.181912172
5905,-2660,6342,8450,11629,11432,-834,0.55,0.74,6331.18843,0.544431028,8302.3595,0.726238585,-0.181807556
5905,-2658,6344,8446,11632,11432,-908,0.55,0.74,6333.19242,0.544462897,8298.3595,0.72588869,-0.181425792
5905,-2654,6352,8444,11641,11427,-1095,0.55,0.74,6341.20439,0.544730211,8296.202,0.726017502,-0.181287291
5905,-2654,6343,8454,11632,11440,-1281,0.55,0.74,6332.19242,0.544376927,8306.6115,0.726102404,-0.181725476
5905,-2653,6341,8453,11623,11438,-1468,0.55,0.74,6330.18045,0.544625351,8305.5485,0.726136431,-0.181511081
5905,-2659,6343,8455,11632,11442,-1579,0.55,0.74,6332.19242,0.544376927,8307.6745,0.726068388,-0.181691461
5905,-2658,6347,8451,11631,11434,-1580,0.55,0.74,6336.19109,0.544767526,8303.4225,0.726204522,-0.181436996
5905,-2659,6338,8456,11622,11437,-1580,0.55,0.74,6327.17912,0.544413967,8308.517,0.726459474,-0.182045507
5905,-2656,6340,8456,11630,11438,-1580,0.55,0.74,6329.18976,0.544212361,8308.5485,0.726398715,-0.182186354
