ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FAprime,FAprime/NA,FBprime,FBprime/NA,NACprime
5905,-2811,4984,6747,9124,8973,-400,0.55,0.75,4969.85678,0.544701532,6521.901,0.726836175,-0.182134643
5905,-2813,5001,6748,9147,8966,-400,0.55,0.75,4986.88737,0.545193765,6522.6805,0.727490576,-0.18229681
5906,-2809,5006,6738,9146,8960,-400,0.55,0.75,4991.88604,0.545799917,6512.4915,0.726840569,-0.181040652
5906,-2813,4994,6753,9130,8975,-400,0.55,0.75,4979.86476,0.545439733,6527.964,0.727349749,-0.181910017
5906,-2813,4993,6749,9125,8973,-400,0.55,0.75,4978.85811,0.545628286,6523.901,0.727059066,-0.18143078
5906,-2815,4983,6749,9113,8973,-636,0.55,0.75,4968.84215,0.545247685,6523.901,0.727059066,-0.181811381
5906,-2813,4992,6752,9130,8978,-931,0.55,0.75,4977.86476,0.545220675,6527.0585,0.727005848,-0.181785173
5906,-2818,4989,6752,9127,8974,-1226,0.55,0.75,4974.86077,0.545070754,6526.9325,0.727315857,-0.182245103
5906,-2817,4988,6750,9129,8977,-1521,0.55,0.75,4973.86343,0.544842089,6525.027,0.726860532,-0.182018444
5906,-2819,4993,6755,9134,8979,-1580,0.55,0.75,4978.87008,0.545091973,6530.09,0.727262501,-0.182170529
5906,-2819,4989,6751,9123,8975,-1580,0.55,0.75,4974.85545,0.545309158,6525.964,0.727126908,-0.18181775
5906,-2822,4989,6748,9135,8972,-1580,0.55,0.75,4974.87141,0.544594571,6522.8695,0.727025134,-0.182430562
5906,-2824,4984,6753,9123,8975,-1580,0.55,0.75,4969.85545,0.544761093,6527.964,0.727349749,-0.182588656
5906,-2825,4989,6747,9126,8967,-1580,0.55,0.75,4974.85944,0.545130335,6521.712,0.727301439,-0.182171103
5905,-2816,4985,6748,9125,8973,-1580,0.55,0.75,4970.85811,0.544751574,6522.901,0.726947621,-0.182196047
5905,-2820,4991,6751,9127,8969,-1357,0.55,0.75,4976.86077,0.545289884,6525.775,0.727592262,-0.182302378
5905,-2821,4987,6756,9121,8974,-1081,0.55,0.75,4972.85279,0.545209165,6530.9325,0.727761589,-0.182552424
5905,-2827,4985,6755,9119,8968,-805,0.55,0.75,4970.85013,0.545109127,6529.7435,0.728115912,-0.183006785
5906,-2819,4988,6746,9123,8969,-529,0.55,0.75,4973.85545,0.545199545,6520.775,0.727034786,-0.181835241
5906,-2825,4985,6756,9125,8974,-477,0.55,0.75,4970.85811,0.544751574,6530.9325,0.727761589,-0.183010015
5906,-2808,4989,6749,9124,8978,-477,0.55,0.75,4974.85678,0.545249537,6524.0585,0.726671697,-0.18142216
5906,-2817,4989,6751,9126,8976,-477,0.55,0.75,4974.85944,0.545130335,6525.9955,0.72704941,-0.181919074
5906,-2825,4991,6751,9128,8977,-477,0.55,0.75,4976.8621,0.545230291,6526.027,0.726971928,-0.181741637
5906,-2818,4991,6757,9126,8975,-477,0.55,0.75,4976.85944,0.545349489,6531.964,0.727795432,-0.182445942
5906,-2814,4994,6747,9125,8976,-477,0.55,0.75,4979.85811,0.545737875,6521.9955,0.726603777,-0.180865902
5906,-2814,4991,6745,9125,8973,-555,0.55,0.75,4976.85811,0.545409108,6519.901,0.726613284,-0.181204176
5906,-2815,4988,6756,9123,8978,-686,0.55,0.75,4973.85545,0.545199545,6531.0585,0.727451381,-0.182251836
5906,-2813,4990,6754,9119,8978,-817,0.55,0.75,4975.85013,0.545657433,6529.0585,0.727228614,-0.181571182
5906,-2812,4991,6748,9120,8970,-948,0.55,0.75,4976.85146,0.545707397,6522.8065,0.727180212,-0.181472815
5905,-2811,4991,6751,9127,8975,-1001,0.55,0.75,4976.86077,0.545289884,6525.964,0.727126908,-0.181837024
5905,-2816,4988,6743,9120,8971,-1000,0.55,0.75,4973.85146,0.54537845,6517.838,0.726545313,-0.181166863
5905,-2810,4993,6747,9121,8975,-1000,0.55,0.75,4978.85279,0.545866987,6521.964,0.726681226,-0.180814238
5905,-2812,4994,6743,9126,8973,-1000,0.55,0.75,4979.85944,0.54567822,6517.901,0.726390393,-0.180712173
5906,-2819,4992,6751,9122,8974,-1000,0.55,0.75,4977.85412,0.545697667,6525.9325,0.727204424,-0.181506757
5906,-2810,4990,6746,9125,8971,-1000,0.55,0.75,4975.85811,0.545299519,6520.838,0.726879724,-0.181580205
5906,-2816,4991,6744,9121,8974,-785,0.55,0.75,4976.85279,0.545647713,6518.9325,0.726424393,-0.18077668
5906,-2818,4989,6755,9125,8976,-427,0.55,0.75,4974.85811,0.54518993,6529.9955,0.727495042,-0.182305112
5906,-2814,4984,6747,9124,8973,-68,0.55,0.75,4969.85678,0.544701532,6521.901,0.726836175,-0.182134643
5906,-2817,4993,6753,9131,8972,290,0.55,0.75,4978.86609,0.545270626,6527.8695,0.727582423,-0.182311797
5906,-2828,4990,6757,9129,8975,433,0.55,0.75,4975.86343,0.545061171,6531.964,0.727795432,-0.182734261
5906,-2827,4986,6752,9119,8967,433,0.55,0.75,4971.85013,0.545218788,6526.712,0.727859039,-0.18264025
5906,-2829,4987,6755,9134,8973,433,0.55,0.75,4972.87008,0.544435086,6529.901,0.727727739,-0.183292652
5906,-2831,4984,6757,9118,8974,433,0.55,0.75,4969.8488,0.545059092,6531.9325,0.727873022,-0.18281393
5906,-2832,4985,6753,9131,8974,433,0.55,0.75,4970.86609,0.54439449,6527.9325,0.72742729,-0.1830328
5906,-2831,4982,6758,9126,8975,433,0.55,0.75,4967.85944,0.544363296,6532.964,0.727906852,-0.183543556
5906,-2828,4987,6757,9127,8974,439,0.55,0.75,4972.86077,0.544851624,6531.9325,0.727873022,-0.183021398
5906,-2824,4992,6753,9132,8976,450,0.55,0.75,4977.86742,0.545101557,6527.9955,0.727272226,-0.182170669
5906,-2825,4990,6756,9130,8973,460,0.55,0.75,4975.86476,0.545001617,6530.901,0.727839184,-0.182837568
5906,-2819,4991,6753,9131,8978,471,0.55,0.75,4976.86609,0.545051592,6528.0585,0.727117231,-0.182065639
5905,-2817,4986,6748,9120,8971,475,0.55,0.75,4971.85146,0.545159151,6522.838,0.727102664,-0.181943513
5905,-2819,4991,6748,9123,8968,475,0.55,0.75,4976.85545,0.545528384,6522.7435,0.727335359,-0.181806975
5905,-2816,4990,6743,9128,8969,475,0.55,0.75,4975.8621,0.545120738,6517.775,0.726700301,-0.181579563
5906,-2807,4991,6741,9123,8968,475,0.55,0.75,4976.85545,0.545528384,6515.7435,0.726554806,-0.181026422
5906,-2817,4988,6746,9129,8975,475,0.55,0.75,4973.86343,0.544842089,6520.964,0.726569805,-0.181727716
5906,-2816,4987,6751,9125,8967,475,0.55,0.75,4972.85811,0.544970752,6525.712,0.727747519,-0.182776767
5906,-2812,4989,6748,9126,8976,130,0.55,0.75,4974.85944,0.545130335,6522.9955,0.726715185,-0.18158485
5906,-2818,4988,6750,9125,8971,-443,0.55,0.75,4973.85811,0.545080341,6524.838,0.727325605,-0.182245264
5906,-2815,4990,6743,9125,8969,-1016,0.55,0.75,4975.85811,0.545299519,6517.775,0.726700301,-0.181400782
5906,-2818,4989,6754,9130,8975,-1590,0.55,0.75,4974.86476,0.544892088,6528.964,0.72746117,-0.182569082
5906,-2821,4988,6749,9126,8971,-1819,0.55,0.75,4973.85944,0.545020758,6523.838,0.727214134,-0.182193376
5906,-2812,4988,6746,9122,8969,-1819,0.55,0.75,4973.85412,0.545259167,6520.775,0.727034786,-0.18177562
5906,-2818,4988,6744,9125,8968,-1819,0.55,0.75,4973.85811,0.545080341,6518.7435,0.726889329,-0.181808988
5906,-2815,4985,6749,9122,8971,-1819,0.55,0.75,4970.85412,0.544930292,6523.838,0.727214134,-0.182283843
5905,-2816,4989,6747,9128,8972,-1819,0.55,0.75,4974.8621,0.545011185,6521.8695,0.726913676,-0.181902491
5905,-2815,4988,6750,9121,8973,-1819,0.55,0.75,4973.85279,0.545318802,6524.901,0.727170512,-0.18185171
