ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FAprime,FAprime/NA,FBprime,FBprime/NA,NACprime
5905,-2448,10143,13188,18535,18167,-909,0.55,0.73,10141.37341,0.547147203,13252.512,0.729482688,-0.182335485
5905,-2438,10113,13164,18471,18138,-909,0.55,0.73,10111.28829,0.547414233,13227.5985,0.729275471,-0.181861239
5906,-2440,10130,13176,18495,18158,-888,0.55,0.73,10128.32021,0.547624775,13240.2285,0.729167777,-0.181543002
5906,-2440,10125,13183,18492,18167,-780,0.55,0.73,10123.31622,0.547443014,13247.512,0.729207464,-0.18176445
5906,-2442,10122,13183,18494,18165,-671,0.55,0.73,10120.31888,0.547221741,13247.449,0.729284283,-0.182062542
5906,-2442,10123,13179,18485,18156,-563,0.55,0.73,10121.30691,0.547541623,13243.1655,0.729409865,-0.181868241
5905,-2445,10122,13180,18497,18161,-477,0.55,0.73,10120.32287,0.547133204,13244.323,0.729272782,-0.182139579
5905,-2444,10127,13185,18500,18164,-477,0.55,0.73,10125.32686,0.547314965,13249.4175,0.729432807,-0.182117841
5905,-2444,10123,13176,18498,18161,-477,0.55,0.73,10121.3242,0.547157758,13240.323,0.72905253,-0.181894773
5905,-2447,10129,13183,18501,18162,-477,0.55,0.73,10127.32819,0.547393557,13247.3545,0.729399543,-0.182005986
5905,-2446,10122,13176,18498,18157,-477,0.55,0.73,10120.3242,0.547103698,13240.197,0.729206201,-0.182102504
5905,-2446,10125,13180,18502,18159,-477,0.55,0.73,10123.32952,0.54714785,13244.26,0.729349634,-0.182201784
5905,-2446,10119,13180,18501,18163,-453,0.55,0.73,10117.32819,0.546853045,13244.386,0.729195948,-0.182342903
5905,-2445,10125,13171,18491,18144,-334,0.55,0.73,10123.31489,0.547472548,13234.7875,0.729430528,-0.18195798
5905,-2442,10123,13173,18500,18151,-215,0.55,0.73,10121.32686,0.547098749,13237.008,0.729271555,-0.182172806
5905,-2439,10126,13178,18501,18163,-96,0.55,0.73,10124.32819,0.547231403,13242.386,0.729085834,-0.181854431
5906,-2443,10128,13173,18511,18156,0,0.55,0.73,10126.34149,0.547044541,13237.1655,0.729079395,-0.182034855
5906,-2444,10129,13184,18506,18163,0,0.55,0.73,10127.33484,0.54724602,13248.386,0.729416176,-0.182170156
5906,-2444,10114,13178,18482,18162,0,0.55,0.73,10112.30292,0.547143324,13242.3545,0.729124243,-0.181980919
5906,-2443,10126,13172,18505,18148,0,0.55,0.73,10124.33351,0.547113402,13235.9135,0.7293318,-0.182218397
5906,-2447,10120,13183,18488,18155,0,0.55,0.73,10118.3109,0.547290724,13247.134,0.729668631,-0.182377908
5905,-2450,10114,13176,18492,18155,0,0.55,0.73,10112.31622,0.546848162,13240.134,0.729283063,-0.1824349
5905,-2448,10117,13167,18501,18149,51,0.55,0.73,10115.32819,0.546744943,13230.945,0.729017852,-0.182272909
5905,-2449,10115,13182,18498,18165,301,0.55,0.73,10113.3242,0.546725278,13246.449,0.729229232,-0.182503954
5905,-2450,10107,13173,18479,18152,551,0.55,0.73,10105.29893,0.546853127,13237.0395,0.729233115,-0.182379988
5905,-2452,10116,13184,18499,18160,801,0.55,0.73,10114.32553,0.546749853,13248.2915,0.72953147,-0.182781617
5905,-2451,10115,13177,18486,18152,999,0.55,0.73,10113.30824,0.547079316,13241.0395,0.729453476,-0.18237416
5905,-2450,10118,13175,18496,18153,999,0.55,0.73,10116.32154,0.54694645,13239.071,0.729304853,-0.182358403
5905,-2450,10120,13184,18499,18163,999,0.55,0.73,10118.32553,0.546966081,13248.386,0.729416176,-0.182450095
5905,-2448,10122,13172,18504,18149,999,0.55,0.73,10120.33218,0.546926728,13235.945,0.729293349,-0.182366621
5905,-2450,10115,13177,18491,18154,999,0.55,0.73,10113.31489,0.546931745,13241.1025,0.729376584,-0.182444839
5905,-2444,10130,13183,18504,18171,999,0.55,0.73,10128.33218,0.547359067,13247.638,0.729053877,-0.18169481
5905,-2444,10121,13167,18495,18147,922,0.55,0.73,10119.32021,0.547138157,13230.882,0.729094726,-0.18195657
5905,-2445,10120,13178,18494,18155,541,0.55,0.73,10118.31888,0.547113598,13242.134,0.729393225,-0.182279627
5905,-2445,10124,13183,18502,18162,159,0.55,0.73,10122.32952,0.547093802,13247.3545,0.729399543,-0.182305741
5905,-2444,10129,13175,18508,18152,-221,0.55,0.73,10127.3375,0.547187027,13239.0395,0.729343296,-0.182156268
5905,-2449,10119,13171,18496,18152,-527,0.55,0.73,10117.32154,0.547000516,13235.0395,0.729122934,-0.182122418
