ECS,NSC,FA,FB,NA,NB,OM,FA/NA,FB/NB,FAprime,FAprime/NA,FBprime,FBprime/NA,NACprime
5906,-2419,9555,12373,17232,16919,-1580,0.55,0.73,9551.64042,0.554296682,12398.2,0.732797447,-0.178500765
5905,-2417,9541,12371,17204,16911,-1580,0.55,0.73,9537.60318,0.554382887,12395.948,0.73301094,-0.178628053
5905,-2415,9545,12371,17204,16925,-1580,0.55,0.73,9541.60318,0.554615391,12396.389,0.732430665,-0.177815274
5905,-2425,9543,12375,17209,16922,-1580,0.55,0.73,9539.60983,0.554338418,12400.2945,0.732791307,-0.178452889
5905,-2428,9542,12378,17208,16929,-1580,0.55,0.73,9538.6085,0.554312442,12403.515,0.73267854,-0.178366098
5905,-2425,9539,12379,17209,16928,-1580,0.55,0.73,9535.60983,0.554105981,12404.4835,0.732779035,-0.178673054
5905,-2430,9535,12385,17200,16922,-1107,0.55,0.73,9531.59786,0.554162666,12410.2945,0.733382254,-0.179219588
5905,-2430,9536,12395,17207,16934,-520,0.55,0.73,9532.60717,0.553995884,12420.6725,0.733475405,-0.179479521
5905,-2427,9546,12379,17211,16925,66,0.55,0.73,9542.61249,0.554448463,12404.389,0.732903338,-0.178454876
5905,-2429,9535,12386,17201,16936,653,0.55,0.73,9531.59919,0.554130527,12411.7355,0.732861095,-0.178730568
5905,-2429,9546,12380,17212,16927,768,0.55,0.73,9542.61382,0.554416327,12405.452,0.732879542,-0.178463215
5905,-2428,9535,12381,17199,16925,768,0.55,0.73,9531.59653,0.55419481,12406.389,0.733021507,-0.178826697
5905,-2427,9540,12378,17206,16926,768,0.55,0.73,9536.60584,0.554260481,12403.4205,0.732802818,-0.178542337
5906,-2427,9545,12386,17209,16929,768,0.55,0.73,9541.60983,0.554454636,12411.515,0.733151102,-0.178696466
5906,-2430,9542,12383,17209,16924,768,0.55,0.73,9538.60983,0.554280309,12408.3575,0.733181133,-0.178900825
5906,-2428,9538,12384,17210,16933,768,0.55,0.73,9534.61116,0.554015756,12409.641,0.732867241,-0.178851486
5905,-2428,9538,12376,17202,16920,432,0.55,0.73,9534.60052,0.554272789,12401.2315,0.732933304,-0.178660515
5905,-2426,9552,12384,17214,16928,12,0.55,0.73,9548.61648,0.55470062,12409.4835,0.733074403,-0.178373783
5905,-2428,9539,12386,17205,16937,-406,0.55,0.73,9535.60451,0.554234496,12411.767,0.732819685,-0.178585188
5905,-2430,9546,12383,17215,16926,-826,0.55,0.73,9542.61781,0.554319942,12408.4205,0.733098222,-0.178778279
